,Punk,Rarity,Genre,Skin,Traits,Owned_by
254,CryptoPunk #254,"3,854",Male,Light-skinned,['Fedora'],0xC352B5
255,CryptoPunk #255,"6,584",Male,Light-skinned,"['Mustache', 'ShavedHead']",0xee269a
256,CryptoPunk #256,"3,781",Male,Dark-skinned,"['Earring', 'EyePatch', 'Fedora', 'Vape']",0xB88F61
257,CryptoPunk #257,"5,261",Male,Light-skinned,"['Cap', 'Frown']",0x09D408
258,CryptoPunk #258,"4,604",Male,Mid-skinned,"['CapForward', 'Handlebars']",0x096ABB
259,CryptoPunk #259,"4,674",Male,Light-skinned,"['CapForward', 'Earring', 'EyeMask']",0x4e142f
260,CryptoPunk #260,"3,167",Male,Dark-skinned,"['DGlasses', 'PurpleHair']",0xEBC8Ff
261,CryptoPunk #261,"1,319",Female,Dark-skinned,"['BlackLipstick', 'WildWhiteHair']",0xC352B5
262,CryptoPunk #262,"1,167",Female,Dark-skinned,"['BlondeShort', 'RegularShades']",0xC352B5
263,CryptoPunk #263,"7,741",Male,Albino-skinned,"['MessyHair', 'Muttonchops']",0x7131A7
264,CryptoPunk #264,"1,339",Female,Albino-skinned,"['Earring', 'WildWhiteHair', 'HiddenEarring']",0x8C6e56
265,CryptoPunk #265,"3,391",Male,Dark-skinned,"['CapForward', 'Earring', 'GoldChain']",0xd6a984
266,CryptoPunk #266,"7,435",Male,Dark-skinned,"['Do-rag', 'Earring', 'SmallShades']",0x004Aa3
267,CryptoPunk #267,"3,748",Male,Dark-skinned,"['ClownNose', 'Fedora']",0x4d8E16
268,CryptoPunk #268,"8,052",Female,Light-skinned,['KnittedCap'],0xC352B5
269,CryptoPunk #269,"4,840",Male,Dark-skinned,"['Earring', 'Hoodie', 'LuxuriousBeard', 'SmallShades', 'HiddenEarring']",0x0aa648
270,CryptoPunk #270,"2,221",Female,Mid-skinned,"['ClownEyesBlue', 'RedMohawk']",0x4d8E16
271,CryptoPunk #271,"8,109",Male,Mid-skinned,['StringyHair'],0xC352B5
272,CryptoPunk #272,393,Male,Mid-skinned,"['BuckTeeth', 'MessyHair']",0xC352B5
273,CryptoPunk #273,"4,761",Male,Light-skinned,"['BigShades', 'CapForward']",0xf18fCE
274,CryptoPunk #274,"5,512",Male,Light-skinned,"['Cap', 'Earring', 'Handlebars', 'RegularShades']",0xB88F61
275,CryptoPunk #275,"5,432",Female,Mid-skinned,"['PurpleEyeShadow', 'PurpleLipstick', 'StringyHair']",0x4d8E16
276,CryptoPunk #276,"8,044",Female,Light-skinned,['CrazyHair'],0xC352B5
277,CryptoPunk #277,"2,162",Female,Light-skinned,['RedMohawk'],0xC352B5
278,CryptoPunk #278,"2,661",Female,Albino-skinned,"['BlackLipstick', 'StraightHairDark']",0xC352B5
279,CryptoPunk #279,"1,527",Female,Mid-skinned,"['BlueEyeShadow', 'PurpleLipstick', 'StraightHairBlonde']",0xC352B5
280,CryptoPunk #280,"4,538",Male,Albino-skinned,['Earring'],0x717403
281,CryptoPunk #281,7,Male,Light-skinned,[''],0x6611fE
282,CryptoPunk #282,"2,601",Female,Albino-skinned,"['ClassicShades', 'StraightHairDark']",0x4d8E16
283,CryptoPunk #283,"9,453",Female,Light-skinned,"['FrumpyHair', 'HotLipstick']",0x717403
284,CryptoPunk #284,"8,067",Male,Albino-skinned,['MohawkThin'],0xC352B5
285,CryptoPunk #285,"3,101",Female,Light-skinned,"['DarkHair', 'PurpleLipstick']",0x05083F
286,CryptoPunk #286,"7,336",Male,Albino-skinned,"['Goat', 'WildHair']",0x3280f8
287,CryptoPunk #287,"5,391",Female,Albino-skinned,"['Cigarette', 'Mohawk', 'PurpleEyeShadow']",0xB4d8B8
288,CryptoPunk #288,"7,419",Male,Albino-skinned,['ShavedHead'],0xC352B5
289,CryptoPunk #289,"9,091",Female,Mid-skinned,"['EyePatch', 'MohawkThin']",0xC352B5
290,CryptoPunk #290,"1,591",Female,Mid-skinned,['WildBlonde'],0xC352B5
291,CryptoPunk #291,"9,340",Male,Mid-skinned,"['Earring', 'MohawkThin']",0x2e675E
292,CryptoPunk #292,"3,716",Female,Light-skinned,"['BlackLipstick', 'TassleHat']",0xC352B5
293,CryptoPunk #293,"5,565",Male,Light-skinned,"['Handlebars', 'MohawkDark']",0xB88F61
294,CryptoPunk #294,"4,980",Male,Dark-skinned,"['BigShades', 'Earring', 'Hoodie', 'HiddenEarring']",0x59a549
295,CryptoPunk #295,"5,236",Male,Mid-skinned,"['Frown', 'ShavedHead']",0xB88F61
296,CryptoPunk #296,"8,078",Male,Mid-skinned,['MohawkThin'],0xC352B5
297,CryptoPunk #297,"7,686",Male,Mid-skinned,"['CrazyHair', 'Muttonchops']",0xB88F61
298,CryptoPunk #298,"2,163",Female,Light-skinned,['HalfShaved'],0xC352B5
299,CryptoPunk #299,"7,389",Male,Dark-skinned,"['Do-rag', 'Muttonchops']",0x0654eF
300,CryptoPunk #300,"7,277",Male,Light-skinned,"['Goat', 'Headband']",Opensea
301,CryptoPunk #301,"2,014",Female,Albino-skinned,"['GreenEyeShadow', 'HotLipstick', 'RedMohawk']",0xC352B5
302,CryptoPunk #302,"5,717",Female,Mid-skinned,"['Bandana', 'BlueEyeShadow', 'PurpleLipstick']",0x4d8E16
303,CryptoPunk #303,"2,379",Female,Dark-skinned,"['PurpleLipstick', 'RedMohawk']",0xC352B5
304,CryptoPunk #304,"7,793",Male,Mid-skinned,"['PeakSpike', 'ShadowBeard']",0xB88F61
305,CryptoPunk #305,"2,144",Female,Albino-skinned,"['BlondeBob', 'PurpleLipstick', 'VR']",0xC352B5
306,CryptoPunk #306,"5,939",Female,Light-skinned,"['Vape', 'WildHair']",0xC352B5
307,CryptoPunk #307,"6,231",Male,Mid-skinned,"['Chinstrap', 'FrumpyHair']",0x471ccd
308,CryptoPunk #308,"9,646",Male,Light-skinned,"['HornedRimGlasses', 'MessyHair', 'Mole']",0x822335
309,CryptoPunk #309,"7,559",Male,Mid-skinned,"['BigShades', 'ShavedHead']",0xAB7244
310,CryptoPunk #310,"5,949",Male,Dark-skinned,"['Bandana', 'ClassicShades', 'Earring', 'Vape']",0xB88F61
311,CryptoPunk #311,"6,067",Male,Light-skinned,"['FrontBeard', 'FrumpyHair']",0xB88F61
312,CryptoPunk #312,"4,628",Male,Light-skinned,"['CapForward', 'Chinstrap']",0x8a5A3c
313,CryptoPunk #313,"9,052",Female,Light-skinned,"['MohawkDark', 'PurpleLipstick']",0xC352B5
314,CryptoPunk #314,"3,996",Male,Albino-skinned,"['EyeMask', 'PoliceCap']",0xe54C39
315,CryptoPunk #315,"1,317",Female,Mid-skinned,"['BlackLipstick', 'Cigarette', 'WildWhiteHair']",0xC352B5
316,CryptoPunk #316,"8,112",Female,Dark-skinned,['Bandana'],0xC352B5
317,CryptoPunk #317,"5,192",Male,Mid-skinned,"['Bandana', 'Chinstrap', 'Frown']",0xB88F61
318,CryptoPunk #318,"9,975",Female,Albino-skinned,"['Bandana', 'Cigarette', 'HotLipstick']",0xCbB9ab
319,CryptoPunk #319,"2,705",Female,Light-skinned,"['Earring', 'StraightHairDark', 'HiddenEarring']",0xC352B5
320,CryptoPunk #320,"8,105",Male,Dark-skinned,['StringyHair'],0xC352B5
321,CryptoPunk #321,"7,636",Male,Mid-skinned,['PeakSpike'],0xC352B5
322,CryptoPunk #322,695,Female,Mid-skinned,"['BlackLipstick', 'ClownEyesGreen', 'PinkWithHat']",0x2b9324
323,CryptoPunk #323,"8,059",Male,Dark-skinned,['MohawkDark'],0xC352B5
324,CryptoPunk #324,"2,392",Female,Albino-skinned,"['BlondeBob', 'Earring', 'HotLipstick', 'HiddenEarring']",0xC352B5
325,CryptoPunk #325,"3,972",Male,Dark-skinned,"['Mustache', 'PoliceCap', 'SmallShades']",0xC352B5
326,CryptoPunk #326,"1,333",Female,Dark-skinned,"['Earring', 'HotLipstick', 'WildWhiteHair', 'HiddenEarring']",0xC352B5
327,CryptoPunk #327,"8,041",Male,Albino-skinned,['CrazyHair'],0xC352B5
328,CryptoPunk #328,"9,931",Male,Light-skinned,"['Bandana', 'HornedRimGlasses']",0xEfBb70
329,CryptoPunk #329,"9,757",Female,Mid-skinned,"['Bandana', 'EyePatch']",0x9AE891
330,CryptoPunk #330,"8,358",Male,Mid-skinned,"['ClownEyesGreen', 'KnittedCap']",0xB88F61
331,CryptoPunk #331,"3,722",Female,Albino-skinned,"['Earring', 'PurpleLipstick', 'TassleHat', 'HiddenEarring']",0xC352B5
332,CryptoPunk #332,"9,803",Male,Dark-skinned,"['HornedRimGlasses', 'StringyHair']",0x3Ee18f
333,CryptoPunk #333,"1,503",Female,Light-skinned,"['PurpleEyeShadow', 'PurpleLipstick', 'StraightHairBlonde']",0xC352B5
334,CryptoPunk #334,"1,865",Male,Dark-skinned,"['BigBeard', 'WildHair']",0xC352B5
335,CryptoPunk #335,"2,561",Male,Mid-skinned,['ClownHairGreen'],0xd5509E
336,CryptoPunk #336,807,Male,Mid-skinned,"['NerdGlasses', 'NormalBeard', 'TopHat']",0xC352B5
337,CryptoPunk #337,"8,085",Male,Mid-skinned,['FrumpyHair'],0xC352B5
338,CryptoPunk #338,"8,310",Male,Light-skinned,"['MessyHair', 'SmallShades']",0x28d804
339,CryptoPunk #339,"3,361",Female,Albino-skinned,"['BigShades', 'BlackLipstick', 'Cap', 'Earring', 'Mole']",0x415424
340,CryptoPunk #340,"3,516",Male,Mid-skinned,"['DGlasses', 'Headband', 'MedicalMask', 'Muttonchops']",0x8F6b1e
341,CryptoPunk #341,"9,734",Female,Light-skinned,"['Earring', 'MessyHair']",0x778608
342,CryptoPunk #342,"9,907",Female,Light-skinned,"['Bandana', 'RegularShades']",0x1424D2
343,CryptoPunk #343,"4,049",Male,Light-skinned,"['PoliceCap', 'ShadowBeard']",0xC352B5
344,CryptoPunk #344,75,Male,Dark-skinned,['Beanie'],0x31a5Ff
345,CryptoPunk #345,"3,744",Female,Mid-skinned,"['Earring', 'TassleHat', 'HiddenEarring']",0xC352B5
346,CryptoPunk #346,"3,218",Male,Mid-skinned,['PurpleHair'],0x6611fE
347,CryptoPunk #347,"8,900",Male,Mid-skinned,"['HornedRimGlasses', 'KnittedCap']",0xB88F61
348,CryptoPunk #348,"1,084",Female,Light-skinned,"['MessyHair', 'NerdGlasses', 'RosyCheeks']",0xC352B5
349,CryptoPunk #349,"5,112",Male,Dark-skinned,"['Earring', 'FrontBeardDark', 'MohawkDark']",0xAc707E
350,CryptoPunk #350,"8,108",Female,Mid-skinned,['StringyHair'],0xC352B5
351,CryptoPunk #351,"3,194",Male,Light-skinned,"['Goat', 'Mole', 'PurpleHair']",0xC352B5
352,CryptoPunk #352,"2,759",Female,Mid-skinned,"['GreenEyeShadow', 'StraightHair']",0x24e267
353,CryptoPunk #353,"5,832",Female,Light-skinned,"['Bandana', 'GreenEyeShadow']",0x89b68C
354,CryptoPunk #354,"4,072",Male,Albino-skinned,"['Cigarette', 'PoliceCap']",0xC352B5
355,CryptoPunk #355,"1,220",Female,Albino-skinned,"['BlackLipstick', 'GoldChain', 'GreenEyeShadow', 'WildWhiteHair']",0x052FFE
356,CryptoPunk #356,"8,107",Male,Light-skinned,['StringyHair'],0xC352B5
357,CryptoPunk #357,"3,742",Female,Dark-skinned,"['Earring', 'TassleHat', 'HiddenEarring']",0xC352B5
358,CryptoPunk #358,"6,373",Male,Light-skinned,"['LuxuriousBeard', 'Mohawk', 'SmallShades']",0xee269a
359,CryptoPunk #359,"9,713",Female,Albino-skinned,"['HotLipstick', 'MessyHair']",0xC352B5
360,CryptoPunk #360,"6,902",Male,Mid-skinned,"['Bandana', 'NormalBeardBlack']",0xbd9b73
361,CryptoPunk #361,"8,063",Male,Mid-skinned,['MohawkDark'],0xC352B5
362,CryptoPunk #362,"7,104",Male,Mid-skinned,"['EyeMask', 'PeakSpike', 'ShadowBeard']",0xB88F61
363,CryptoPunk #363,"1,452",Male,Albino-skinned,"['CowboyHat', 'NerdGlasses', 'ShadowBeard']",0xC352B5
364,CryptoPunk #364,"4,874",Male,Albino-skinned,"['Hoodie', 'NormalBeardBlack']",0xC352B5
365,CryptoPunk #365,"6,922",Male,Light-skinned,"['Do-rag', 'NormalBeard']",0xF8196C
366,CryptoPunk #366,"7,157",Male,Mid-skinned,"['Earring', 'EyeMask', 'Mohawk']",0xDE2BA4
367,CryptoPunk #367,"2,557",Male,Dark-skinned,['ClownHairGreen'],0xC352B5
368,CryptoPunk #368,"9,449",Female,Mid-skinned,"['FrumpyHair', 'PurpleLipstick']",0xD75d10
369,CryptoPunk #369,"3,801",Male,Light-skinned,"['Earring', 'Fedora', 'LuxuriousBeard']",0xB88F61
370,CryptoPunk #370,"1,050",Male,Dark-skinned,"['Cigarette', 'PeakSpike', 'RosyCheeks', 'SmallShades']",0xC352B5
371,CryptoPunk #371,"8,084",Female,Mid-skinned,['FrumpyHair'],0xC352B5
372,CryptoPunk #372,36,Ape,Ape-skinned,['CapForward'],0xC352B5
373,CryptoPunk #373,"8,707",Male,Dark-skinned,"['Earring', 'Headband']",0xB88F61
374,CryptoPunk #374,"8,599",Female,Dark-skinned,"['Bandana', 'ClownEyesBlue']",0x989680
375,CryptoPunk #375,"5,804",Female,Light-skinned,"['GreenEyeShadow', 'WildHair']",0xC352B5
376,CryptoPunk #376,"2,329",Female,Light-skinned,"['HalfShaved', 'NerdGlasses']",0x93d6D6
377,CryptoPunk #377,"3,353",Male,Albino-skinned,"['Cigarette', 'Earring', 'Headband', 'NormalBeard', 'RegularShades']",0xC352B5
378,CryptoPunk #378,"9,466",Female,Dark-skinned,"['Earring', 'FrumpyHair', 'HiddenEarring']",0xC352B5
379,CryptoPunk #379,"9,283",Female,Light-skinned,"['Earring', 'MohawkThin', 'PurpleLipstick']",0x4d8E16
380,CryptoPunk #380,"9,560",Female,Light-skinned,"['BlackLipstick', 'Earring', 'WildHair', 'HiddenEarring']",0xC352B5
381,CryptoPunk #381,"8,926",Female,Light-skinned,"['KnittedCap', 'PurpleLipstick']",0x1E5aeB
382,CryptoPunk #382,194,Female,Light-skinned,"['Cigarette', 'PilotHelmet']",0xb70c1a
383,CryptoPunk #383,"1,554",Female,Mid-skinned,"['GreenEyeShadow', 'StraightHairBlonde']",0xFeEb2d
384,CryptoPunk #384,"9,879",Female,Mid-skinned,"['Bandana', 'ClassicShades', 'PurpleLipstick']",0x1437d2
385,CryptoPunk #385,139,Female,Mid-skinned,"['Choker', 'WildHair']",0xEB6599
386,CryptoPunk #386,"7,599",Male,Mid-skinned,"['Do-rag', 'Earring']",0xB88F61
387,CryptoPunk #387,"3,387",Male,Mid-skinned,"['CapForward', 'GoldChain', 'Pipe']",0xC352B5
388,CryptoPunk #388,"1,618",Female,Mid-skinned,"['ClownEyesBlue', 'HotLipstick', 'StraightHairBlonde']",0xC352B5
389,CryptoPunk #389,"1,048",Male,Light-skinned,"['Do-rag', 'RosyCheeks']",0xC352B5
390,CryptoPunk #390,"8,098",Female,Light-skinned,['MessyHair'],0xC352B5
391,CryptoPunk #391,"1,569",Female,Dark-skinned,"['BlackLipstick', 'EyeMask', 'WildBlonde']",0xC352B5
392,CryptoPunk #392,"7,426",Male,Mid-skinned,['ShavedHead'],0xC352B5
393,CryptoPunk #393,"4,700",Male,Light-skinned,"['CapForward', 'Cigarette', 'VR']",0xB88F61
394,CryptoPunk #394,749,Female,Light-skinned,"['Earring', 'PinkWithHat', 'HiddenEarring']",0xC352B5
395,CryptoPunk #395,"4,669",Male,Light-skinned,"['CapForward', 'Earring', 'NormalBeard']",0xB88F61
396,CryptoPunk #396,"1,592",Female,Mid-skinned,['StraightHairBlonde'],0xC352B5
397,CryptoPunk #397,"1,432",Male,Mid-skinned,['CowboyHat'],0xC352B5
398,CryptoPunk #398,"8,113",Male,Dark-skinned,['Bandana'],0xC352B5
399,CryptoPunk #399,"3,221",Male,Dark-skinned,"['PurpleHair', 'SmallShades']",0xC352B5
400,CryptoPunk #400,"1,945",Female,Mid-skinned,"['BlondeBob', 'PurpleEyeShadow', 'PurpleLipstick']",Opensea
401,CryptoPunk #401,"1,859",Male,Dark-skinned,"['BigBeard', 'Earring', 'FrumpyHair']",0xC352B5
402,CryptoPunk #402,"5,129",Male,Dark-skinned,"['FrontBeardDark', 'MohawkThin']",0x269616
403,CryptoPunk #403,"2,604",Male,Dark-skinned,"['ClassicShades', 'ClownHairGreen']",0xC352B5
404,CryptoPunk #404,257,Female,Light-skinned,"['Cigarette', 'OrangeSide', 'SilverChain']",0x69021A
405,CryptoPunk #405,"8,100",Female,Mid-skinned,['MessyHair'],0xC352B5
406,CryptoPunk #406,"4,989",Male,Dark-skinned,"['Hoodie', 'NerdGlasses']",0x5AA688
407,CryptoPunk #407,"1,713",Female,Light-skinned,"['Earring', 'PurpleLipstick', 'WildBlonde']",0x052564
408,CryptoPunk #408,"4,707",Male,Dark-skinned,['CapForward'],0xC352B5
409,CryptoPunk #409,"8,916",Female,Light-skinned,"['BlackLipstick', 'KnittedCap']",0x4d8E16
410,CryptoPunk #410,"8,608",Male,Albino-skinned,"['EyePatch', 'Headband']",0x38A4D8
411,CryptoPunk #411,"8,549",Female,Light-skinned,"['BlackLipstick', 'ClownEyesBlue', 'WildHair']",0x20EADf
412,CryptoPunk #412,"3,231",Male,Albino-skinned,"['ClassicShades', 'Earring', 'PurpleHair', 'HiddenEarring']",0xC352B5
413,CryptoPunk #413,"2,775",Female,Albino-skinned,['StraightHair'],0xC352B5
414,CryptoPunk #414,841,Male,Light-skinned,"['Earring', 'ShadowBeard', 'TopHat']",0xC352B5
415,CryptoPunk #415,"3,925",Male,Light-skinned,"['Frown', 'Mole', 'PoliceCap', 'SmallShades']",0xC352B5
416,CryptoPunk #416,"4,229",Male,Dark-skinned,"['Cigarette', 'Hoodie', 'Smile']",0x0D7646
417,CryptoPunk #417,"2,555",Female,Dark-skinned,['StraightHairDark'],0xC352B5
418,CryptoPunk #418,"1,254",Female,Dark-skinned,"['BlackLipstick', 'Vape', 'WildWhiteHair']",0xC352B5
419,CryptoPunk #419,"9,999",Female,Mid-skinned,"['Bandana', 'Earring']",0x4d8E16
420,CryptoPunk #420,"8,831",Male,Albino-skinned,"['CrazyHair', 'Earring']",Opensea
421,CryptoPunk #421,"6,079",Male,Mid-skinned,"['FrontBeard', 'WildHair']",0xB88F61
422,CryptoPunk #422,"2,985",Female,Light-skinned,"['DarkHair', 'Earring', 'PurpleEyeShadow', 'PurpleLipstick', 'HiddenEarring']",0x51636d
423,CryptoPunk #423,"7,451",Male,Dark-skinned,"['ClownEyesBlue', 'ShavedHead']",0xA14964
424,CryptoPunk #424,"4,912",Male,Albino-skinned,"['Hoodie', 'Muttonchops', 'RegularShades']",0xCEC3DC
425,CryptoPunk #425,"9,643",Female,Dark-skinned,"['BlackLipstick', 'HornedRimGlasses', 'MessyHair']",0xC352B5
426,CryptoPunk #426,"7,804",Male,Dark-skinned,"['BigShades', 'PeakSpike']",0x2536c0
427,CryptoPunk #427,"8,096",Female,Dark-skinned,['MessyHair'],0xC352B5
428,CryptoPunk #428,"4,397",Female,Dark-skinned,['PurpleEyeShadow'],0xC352B5
429,CryptoPunk #429,"3,917",Male,Mid-skinned,"['PoliceCap', 'Smile']",0xC352B5
430,CryptoPunk #430,"3,099",Female,Dark-skinned,"['DarkHair', 'Earring', 'PurpleLipstick', 'HiddenEarring']",0x975779
431,CryptoPunk #431,"8,658",Female,Dark-skinned,"['Headband', 'HornedRimGlasses']",0x1B5038
432,CryptoPunk #432,"9,723",Male,Mid-skinned,"['Cigarette', 'Earring', 'MessyHair']",0x78e96B
433,CryptoPunk #433,"7,014",Male,Mid-skinned,"['Earring', 'MohawkThin', 'NormalBeard', 'RegularShades']",0xB88F61
434,CryptoPunk #434,"7,169",Male,Albino-skinned,"['EyeMask', 'FrumpyHair']",0x0256C2
435,CryptoPunk #435,"7,718",Male,Mid-skinned,"['MohawkThin', 'Muttonchops']",0xfaD832
436,CryptoPunk #436,"3,492",Male,Mid-skinned,['MedicalMask'],0xC352B5
437,CryptoPunk #437,"5,086",Male,Light-skinned,"['CrazyHair', 'EyePatch', 'FrontBeardDark']",0xB88F61
438,CryptoPunk #438,"8,062",Female,Mid-skinned,['MohawkDark'],0xC352B5
439,CryptoPunk #439,"8,872",Male,Mid-skinned,"['KnittedCap', 'ShadowBeard']",0x4128F4
440,CryptoPunk #440,"1,190",Female,Dark-skinned,"['BlackLipstick', 'BlondeShort']",0xC352B5
441,CryptoPunk #441,"9,781",Male,Dark-skinned,"['ShadowBeard', 'StringyHair']",0x231d68
442,CryptoPunk #442,"1,377",Male,Light-skinned,"['CowboyHat', 'FrontBeard']",0xC352B5
443,CryptoPunk #443,"1,588",Female,Dark-skinned,['WildBlonde'],0xC352B5
444,CryptoPunk #444,"7,507",Male,Dark-skinned,"['Do-rag', 'Earring', 'ShadowBeard']",Opensea
445,CryptoPunk #445,154,Female,Dark-skinned,"['Earring', 'PilotHelmet', 'Pipe', 'PurpleLipstick', 'HiddenEarring']",0x2E5CcF
446,CryptoPunk #446,"1,684",Female,Mid-skinned,"['Cigarette', 'NerdGlasses', 'StraightHairBlonde']",0x9e67D0
447,CryptoPunk #447,"9,809",Male,Mid-skinned,"['BigShades', 'StringyHair']",0x7B2203
448,CryptoPunk #448,"7,423",Male,Light-skinned,['ShavedHead'],0xC352B5
449,CryptoPunk #449,"2,843",Female,Mid-skinned,"['Cigarette', 'PurpleLipstick', 'StraightHair']",0x57D488
450,CryptoPunk #450,"3,857",Male,Mid-skinned,"['Cigarette', 'Fedora', 'SmallShades']",0xEc7641
451,CryptoPunk #451,"7,422",Male,Dark-skinned,['Do-rag'],0xC352B5
452,CryptoPunk #452,"8,049",Male,Albino-skinned,['KnittedCap'],0xC352B5
453,CryptoPunk #453,375,Male,Mid-skinned,"['BuckTeeth', 'Cap']",0xfCC611
454,CryptoPunk #454,"3,514",Male,Dark-skinned,"['Chinstrap', 'MedicalMask', 'MessyHair']",0xC352B5
455,CryptoPunk #455,792,Male,Dark-skinned,"['LuxuriousBeard', 'TopHat', 'VR']",0xC352B5
456,CryptoPunk #456,957,Male,Mid-skinned,"['Earring', 'MohawkThin', 'NerdGlasses', 'Spots']",0xC352B5
457,CryptoPunk #457,"6,117",Male,Light-skinned,"['DGlasses', 'Chinstrap', 'KnittedCap']",0xF36972
458,CryptoPunk #458,"6,776",Male,Dark-skinned,"['Cap', 'Earring', 'NormalBeardBlack']",0xB88F61
459,CryptoPunk #459,"4,019",Male,Dark-skinned,['PoliceCap'],0xC352B5
460,CryptoPunk #460,123,Female,Light-skinned,"['BlackLipstick', 'Choker', 'ClassicShades', 'Earring', 'MohawkDark']",0x2cc123
461,CryptoPunk #461,"4,335",Male,Dark-skinned,"['KnittedCap', 'Smile']",0xB88F61
462,CryptoPunk #462,"4,085",Male,Dark-skinned,"['CapForward', 'ClownNose', 'RegularShades']",0xB88F61
463,CryptoPunk #463,"5,953",Male,Mid-skinned,"['Bandana', 'Vape']",0xB88F61
464,CryptoPunk #464,"9,057",Female,Dark-skinned,"['HotLipstick', 'MohawkDark']",0xC352B5
465,CryptoPunk #465,"4,839",Male,Light-skinned,"['DGlasses', 'Hoodie', 'Pipe']",0xC46Db2
466,CryptoPunk #466,"2,385",Female,Mid-skinned,"['BlondeBob', 'PurpleLipstick']",0xC352B5
467,CryptoPunk #467,"3,143",Male,Light-skinned,"['ClassicShades', 'FrontBeard', 'PurpleHair']",0xC352B5
468,CryptoPunk #468,"7,634",Male,Dark-skinned,['PeakSpike'],0xC352B5
469,CryptoPunk #469,"8,082",Female,Light-skinned,['FrumpyHair'],0xC352B5
470,CryptoPunk #470,"8,882",Male,Dark-skinned,"['BigShades', 'KnittedCap', 'Mole']",0x84D34f
471,CryptoPunk #471,"8,449",Female,Dark-skinned,"['ClownEyesGreen', 'StringyHair']",0x3BE89b
472,CryptoPunk #472,"6,695",Male,Dark-skinned,"['Mustache', 'RegularShades', 'WildHair']",0xB88F61
473,CryptoPunk #473,"2,500",Female,Light-skinned,"['GreenEyeShadow', 'StraightHairDark']",0x574a3f
474,CryptoPunk #474,653,Female,Dark-skinned,"['Cigarette', 'Pigtails']",0xC352B5
475,CryptoPunk #475,"8,040",Female,Albino-skinned,['CrazyHair'],0xC352B5
476,CryptoPunk #476,"7,613",Male,Mid-skinned,"['Mohawk', 'Muttonchops', 'NerdGlasses', 'Pipe']",0xC352B5
477,CryptoPunk #477,"9,053",Female,Mid-skinned,"['MohawkDark', 'PurpleLipstick']",0xC352B5
478,CryptoPunk #478,"7,826",Male,Dark-skinned,"['Cigarette', 'PeakSpike']",0xB88F61
479,CryptoPunk #479,"3,060",Female,Light-skinned,"['DarkHair', 'RegularShades']",0xB88F61
480,CryptoPunk #480,788,Male,Mid-skinned,"['Chinstrap', 'Earring', 'TopHat']",0xC18C20
481,CryptoPunk #481,"9,552",Female,Light-skinned,"['NerdGlasses', 'WildHair']",0xC352B5
482,CryptoPunk #482,"3,738",Female,Light-skinned,"['HotLipstick', 'TassleHat']",0xC352B5
483,CryptoPunk #483,"6,721",Male,Light-skinned,"['Mustache', 'StringyHair']",0x753b20
484,CryptoPunk #484,"8,909",Male,Dark-skinned,"['KnittedCap', 'NerdGlasses']",0xB88F61
485,CryptoPunk #485,"1,792",Male,Mid-skinned,"['DGlasses', 'BigBeard', 'Earring', 'Headband']",0x9674ED
486,CryptoPunk #486,"1,733",Female,Mid-skinned,"['HotLipstick', 'StraightHairBlonde']",0x338FD1
487,CryptoPunk #487,"8,043",Male,Dark-skinned,['CrazyHair'],0xC352B5
488,CryptoPunk #488,"2,363",Female,Mid-skinned,"['Earring', 'HalfShaved', 'Mole', 'HiddenEarring']",0x963331
489,CryptoPunk #489,"7,485",Male,Dark-skinned,"['ClassicShades', 'Do-rag']",0x012E16
490,CryptoPunk #490,656,Female,Light-skinned,"['Earring', 'Pigtails']",0xC40dF8
491,CryptoPunk #491,"1,988",Female,Light-skinned,"['BlueEyeShadow', 'HalfShaved', 'HotLipstick']",0x4d8E16
492,CryptoPunk #492,"7,475",Male,Light-skinned,"['ClassicShades', 'ShadowBeard', 'ShavedHead']",0xB88F61
493,CryptoPunk #493,"1,716",Female,Dark-skinned,"['PurpleLipstick', 'WildBlonde']",0xC352B5
494,CryptoPunk #494,"5,165",Male,Light-skinned,"['FrontBeardDark', 'StringyHair']",0x60512E
495,CryptoPunk #495,"4,325",Male,Dark-skinned,"['CrazyHair', 'Smile']",0xB88F61
496,CryptoPunk #496,"6,771",Male,Mid-skinned,"['Cap', 'Earring', 'NormalBeardBlack', 'SmallShades']",0xC352B5
