,Date,Open,High,Low,Close,Adj Close,Volume
23,2017-06-24,341.625,343.621002,322.08700600000003,323.696014,323.696014,673585024.0
24,2017-06-25,323.466003,332.791992,284.64599599999997,303.24798599999997,303.24798599999997,1186880000.0
25,2017-06-26,302.954987,311.458008,238.649002,272.691986,272.691986,2081810048.0
26,2017-06-27,272.691986,293.088013,227.13699300000002,293.088013,293.088013,1973869952.0
27,2017-06-28,293.041992,333.10400400000003,276.414001,327.927002,327.927002,2056550016.0
28,2017-06-29,328.365997,330.708008,297.37298599999997,302.882996,302.882996,1508579968.0
29,2017-06-30,303.152008,315.17199700000003,288.442993,294.91598500000003,294.91598500000003,1011800000.0
30,2017-07-01,293.352997,293.74798599999997,268.617004,274.60101299999997,274.60101299999997,1089200000.0
31,2017-07-02,275.12298599999997,295.509003,262.519989,287.987,287.987,1123330048.0
32,2017-07-03,288.414001,291.10400400000003,281.175995,282.89801,282.89801,851408000.0
33,2017-07-04,282.19101,287.388,273.110992,273.303009,273.303009,687691008.0
34,2017-07-05,273.09899900000005,275.125,261.446991,268.77398700000003,268.77398700000003,790256000.0
35,2017-07-06,268.858002,278.47601299999997,265.511993,270.549011,270.549011,623080000.0
36,2017-07-07,270.350006,273.942993,244.173996,245.99099700000002,245.99099700000002,687251968.0
37,2017-07-08,245.88999900000002,273.47699,236.55099500000003,251.69700600000002,251.69700600000002,754958016.0
38,2017-07-09,251.82200600000002,255.104996,242.13699300000002,242.13699300000002,242.13699300000002,505118016.0
39,2017-07-10,243.011002,243.07099900000003,196.96499599999999,215.356995,215.356995,937219008.0
40,2017-07-11,211.524994,220.291,183.391998,197.404007,197.404007,1440950016.0
41,2017-07-12,197.151993,230.774002,189.58900500000001,230.774002,230.774002,1241190016.0
42,2017-07-13,231.811996,231.811996,200.065002,209.733002,209.733002,828489024.0
43,2017-07-14,209.529007,211.100998,187.37399299999998,199.662003,199.662003,749382016.0
44,2017-07-15,199.709,200.16099499999999,170.654999,170.654999,170.654999,810451968.0
45,2017-07-16,169.574005,172.01400800000002,133.723007,157.363007,157.363007,1516889984.0
46,2017-07-17,159.990997,194.753006,158.044006,193.423996,193.423996,1669500032.0
47,2017-07-18,195.026993,267.985992,182.059006,234.391006,234.391006,2709260032.0
48,2017-07-19,234.940994,245.65100099999998,191.744995,199.703003,199.703003,2328790016.0
49,2017-07-20,205.421997,233.90400699999998,203.216003,227.26499900000002,227.26499900000002,2224999936.0
50,2017-07-21,226.061005,235.117996,213.00999500000003,218.30499300000002,218.30499300000002,1006129984.0
51,2017-07-22,217.86000099999998,232.69599900000003,216.867996,229.475998,229.475998,618259968.0
52,2017-07-23,229.123001,231.67999300000002,217.722,225.951004,225.951004,649614976.0
53,2017-07-24,226.28500400000001,227.537994,222.45300299999997,224.71099900000002,224.71099900000002,431691008.0
54,2017-07-25,224.373001,225.32400499999997,195.845001,206.71000700000002,206.71000700000002,1095760000.0
55,2017-07-26,207.085999,210.766998,194.783997,203.953003,203.953003,717692032.0
56,2017-07-27,204.85600300000002,206.444,201.259995,204.317993,204.317993,393283008.0
57,2017-07-28,204.324997,204.897003,192.304001,193.123001,193.123001,562571008.0
58,2017-07-29,193.341003,208.679001,179.647003,205.789001,205.789001,824355008.0
59,2017-07-30,206.73599199999998,208.541,196.149002,197.977997,197.977997,596233984.0
60,2017-07-31,197.404999,203.871002,193.41099499999999,203.871002,203.871002,569414016.0
61,2017-08-01,204.688004,227.744003,204.688004,226.768997,226.768997,1585330048.0
62,2017-08-02,227.005997,229.51199300000002,218.117996,219.951996,219.951996,632606016.0
63,2017-08-03,220.17999300000002,228.29200699999998,219.888,225.34199500000003,225.34199500000003,557217024.0
64,2017-08-04,225.30799900000002,227.621002,222.05700699999997,223.07299799999998,223.07299799999998,539782976.0
65,2017-08-05,222.852005,256.50698900000003,221.951996,256.50698900000003,256.50698900000003,1332999936.0
66,2017-08-06,256.419006,271.049011,252.852005,261.566986,261.566986,1482979968.0
67,2017-08-07,261.237,271.963013,256.68899500000003,269.179993,269.179993,935726976.0
68,2017-08-08,269.100006,298.907013,266.79599,296.76901200000003,296.76901200000003,1502409984.0
69,2017-08-09,297.63198900000003,318.716003,276.690002,296.027008,296.027008,2638579968.0
70,2017-08-10,296.960999,306.592987,289.925995,295.891998,295.891998,1076819968.0
71,2017-08-11,294.494995,309.20901499999997,294.494995,308.864014,308.864014,953576000.0
72,2017-08-12,308.709991,317.559998,307.89599599999997,310.60101299999997,310.60101299999997,1111650048.0
73,2017-08-13,310.365997,310.81601,289.31399500000003,298.06399500000003,298.06399500000003,1369369984.0
74,2017-08-14,298.031006,306.807007,296.411987,300.096985,300.096985,864390976.0
75,2017-08-15,299.951996,300.408997,279.326996,289.817993,289.817993,1051800000.0
76,2017-08-16,289.819,303.41299399999997,285.38501,302.266998,302.266998,967643008.0
77,2017-08-17,302.804993,311.028015,300.25,301.457001,301.457001,909494016.0
78,2017-08-18,301.696991,307.959991,292.49899300000004,295.589996,295.589996,936160000.0
79,2017-08-19,296.181,301.666992,286.183014,297.47000099999997,297.47000099999997,860201984.0
80,2017-08-20,296.64401200000003,301.428009,291.579987,301.428009,301.428009,571947008.0
81,2017-08-21,300.47601299999997,347.049011,297.23400899999996,321.591003,321.591003,2448969984.0
82,2017-08-22,321.054993,327.360992,297.91299399999997,314.785004,314.785004,1336400000.0
83,2017-08-23,315.26599100000004,324.209991,314.539001,317.51901200000003,317.51901200000003,811990016.0
84,2017-08-24,317.447998,327.959991,317.080994,325.610992,325.610992,697665024.0
85,2017-08-25,326.10900899999996,336.39801,325.79599,331.915009,331.915009,760329024.0
86,2017-08-26,331.98999,334.984985,327.919006,333.88198900000003,333.88198900000003,514180992.0
87,2017-08-27,334.35699500000004,347.89300499999996,334.35699500000004,347.89300499999996,347.89300499999996,633369984.0
88,2017-08-28,350.042999,352.053986,338.407013,347.747009,347.747009,854318976.0
89,2017-08-29,347.964996,373.763,347.790009,370.666992,370.666992,1220029952.0
90,2017-08-30,369.472992,388.74798599999997,361.971008,378.484985,378.484985,1333319936.0
91,2017-08-31,378.44101,386.139008,376.35400400000003,383.041992,383.041992,706254016.0
92,2017-09-01,383.46701,390.044006,383.46701,387.740997,387.740997,874222016.0
93,2017-09-02,387.824005,389.352997,328.09500099999997,348.98400899999996,348.98400899999996,1483600000.0
94,2017-09-03,350.22900400000003,366.487,332.23199500000004,347.48400899999996,347.48400899999996,986265984.0
95,2017-09-04,347.132996,347.132996,279.93899500000003,295.17099,295.17099,1801689984.0
96,2017-09-05,297.566986,318.571991,268.285004,312.988007,312.988007,1551049984.0
97,2017-09-06,313.802002,334.65799,313.48999,334.338013,334.338013,1058830016.0
98,2017-09-07,333.51901200000003,333.51901200000003,319.93899500000003,329.428009,329.428009,718624000.0
99,2017-09-08,329.635986,329.635986,285.157013,296.497009,296.497009,1098780032.0
100,2017-09-09,296.169006,299.89099100000004,287.22000099999997,294.40499900000003,294.40499900000003,528620992.0
101,2017-09-10,294.06399500000003,294.764008,268.972992,288.747009,288.747009,698326016.0
102,2017-09-11,289.744995,300.68798799999996,286.684998,294.532013,294.532013,571307008.0
103,2017-09-12,294.630005,311.195007,287.227997,291.463989,291.463989,753144000.0
104,2017-09-13,291.122009,291.122009,260.609985,277.112,277.112,921692032.0
105,2017-09-14,276.58700600000003,280.839996,213.90800499999997,213.90800499999997,213.90800499999997,1184589952.0
106,2017-09-15,215.22099300000002,258.65499900000003,195.03500400000001,250.464005,250.464005,1935699968.0
107,2017-09-16,250.86599700000002,262.592987,238.223007,246.52200299999998,246.52200299999998,711737024.0
108,2017-09-17,245.84899900000002,256.996002,235.24000499999997,251.748993,251.748993,427452000.0
109,2017-09-18,252.227005,293.497009,252.227005,293.497009,293.497009,1127750016.0
110,2017-09-19,293.656006,295.76800499999996,274.48400899999996,282.803986,282.803986,646908992.0
111,2017-09-20,282.015015,290.885986,278.049011,283.742004,283.742004,421404000.0
112,2017-09-21,283.263,286.609985,255.016006,258.579987,258.579987,601265984.0
113,2017-09-22,258.114014,270.540009,256.217987,264.309998,264.309998,430080992.0
114,2017-09-23,264.59899900000005,286.167999,261.119995,286.167999,286.167999,450934016.0
115,2017-09-24,286.213989,292.947998,278.13198900000003,282.483002,282.483002,571411008.0
116,2017-09-25,282.217987,293.515015,281.87600699999996,292.332001,292.332001,483160992.0
117,2017-09-26,292.346008,293.75,287.019989,287.43798799999996,287.43798799999996,345800992.0
118,2017-09-27,287.019989,308.015015,286.820007,306.46701,306.46701,550243968.0
119,2017-09-28,306.471008,307.197998,295.47000099999997,299.15499900000003,299.15499900000003,501894016.0
120,2017-09-29,299.119995,299.924011,279.77301,291.46701,291.46701,541374976.0
121,2017-09-30,291.47699,303.963989,291.112,301.464996,301.464996,332439008.0
122,2017-10-01,301.54699700000003,303.192993,295.06100499999997,302.33700600000003,302.33700600000003,306184992.0
123,2017-10-02,302.48199500000004,302.920013,294.582001,297.475006,297.475006,339443008.0
124,2017-10-03,297.483002,300.110992,288.132996,292.463013,292.463013,321680000.0
125,2017-10-04,292.753998,299.39401200000003,290.894989,292.65799,292.65799,257906000.0
126,2017-10-05,292.77301,298.04098500000003,288.839996,295.863007,295.863007,253747008.0
127,2017-10-06,295.15499900000003,308.839996,294.947998,308.588013,308.588013,318664000.0
128,2017-10-07,308.891998,313.130005,304.975006,311.12399300000004,311.12399300000004,342204992.0
129,2017-10-08,311.05899,312.541992,308.028015,308.608002,308.608002,293167008.0
130,2017-10-09,308.666992,309.31298799999996,288.184998,297.391998,297.391998,559467008.0
131,2017-10-10,297.60101299999997,306.153992,293.173004,299.869995,299.869995,359705984.0
132,2017-10-11,301.181,304.390015,299.096008,303.455994,303.455994,264146000.0
133,2017-10-12,303.49798599999997,309.15100099999995,303.290009,304.135986,304.135986,527556992.0
134,2017-10-13,304.07901,348.596008,299.657013,338.75698900000003,338.75698900000003,1304359936.0
135,2017-10-14,338.85199,347.975006,334.697998,339.627991,339.627991,516561984.0
136,2017-10-15,339.528992,342.71701,320.427002,336.59500099999997,336.59500099999997,635406976.0
137,2017-10-16,336.710999,349.34500099999997,332.041992,333.384003,333.384003,692884992.0
138,2017-10-17,333.48400899999996,333.48400899999996,311.786987,317.082001,317.082001,509924000.0
139,2017-10-18,316.944,317.235992,290.635986,314.319,314.319,606113984.0
140,2017-10-19,314.53799399999997,316.713989,305.82800299999997,308.088013,308.088013,349830016.0
141,2017-10-20,308.04599,311.43798799999996,303.493988,304.006012,304.006012,396672992.0
142,2017-10-21,303.571991,303.929993,291.76800499999996,300.18701200000004,300.18701200000004,408014016.0
143,2017-10-22,300.549011,305.50201400000003,292.81399500000003,295.446014,295.446014,327387008.0
144,2017-10-23,295.096008,295.74798599999997,277.575012,286.950012,286.950012,482336000.0
145,2017-10-24,287.119995,311.958008,282.65799,298.32800299999997,298.32800299999997,684281024.0
146,2017-10-25,298.43701200000004,301.84899900000005,290.717987,297.924988,297.924988,325040000.0
147,2017-10-26,298.022003,301.06601,295.222992,296.527008,296.527008,270272992.0
148,2017-10-27,296.507996,299.256012,294.05899,297.423004,297.423004,257168992.0
149,2017-10-28,297.915009,300.35699500000004,293.584991,296.298004,296.298004,264424000.0
150,2017-10-29,296.381012,313.755005,296.381012,305.088013,305.088013,551752000.0
151,2017-10-30,304.782013,310.496002,304.35199,307.75100699999996,307.75100699999996,331441984.0
152,2017-10-31,307.377991,310.548004,305.878998,305.878998,305.878998,369583008.0
153,2017-11-01,305.761993,306.40100099999995,290.583008,291.694,291.694,553864000.0
154,2017-11-02,290.725006,293.907013,281.17199700000003,287.428986,287.428986,904900992.0
155,2017-11-03,288.497009,308.31298799999996,287.692993,305.710999,305.710999,646339968.0
156,2017-11-04,305.48098799999997,305.48098799999997,295.802002,300.468994,300.468994,416479008.0
157,2017-11-05,300.036987,301.371002,295.117004,296.263,296.263,337657984.0
158,2017-11-06,296.427002,305.415009,293.71701,298.891998,298.891998,579358976.0
159,2017-11-07,298.567993,304.84201,290.766998,294.658997,294.658997,540766016.0
160,2017-11-08,294.27099599999997,318.701996,293.102997,309.070007,309.070007,967955968.0
161,2017-11-09,308.644989,329.451996,307.056,320.884003,320.884003,893249984.0
162,2017-11-10,320.67099,324.717987,294.541992,299.252991,299.252991,885985984.0
163,2017-11-11,298.585999,319.45300299999997,298.191986,314.681,314.681,842300992.0
164,2017-11-12,314.690002,319.153015,298.513,307.90799,307.90799,1613479936.0
165,2017-11-13,307.024994,328.415009,307.024994,316.716003,316.716003,1041889984.0
166,2017-11-14,316.763,340.177002,316.763,337.631012,337.631012,1069680000.0
167,2017-11-15,337.963989,340.911987,329.81298799999996,333.35699500000004,333.35699500000004,722665984.0
168,2017-11-16,333.442993,336.158997,323.60598799999997,330.924011,330.924011,797254016.0
169,2017-11-17,330.166992,334.963989,327.52301,332.39401200000003,332.39401200000003,621732992.0
170,2017-11-18,331.980011,349.615997,327.68701200000004,347.612,347.612,649638976.0
171,2017-11-19,347.40100099999995,371.29098500000003,344.73999,354.385986,354.385986,1181529984.0
172,2017-11-20,354.093994,372.136993,353.289001,366.730011,366.730011,807027008.0
173,2017-11-21,367.442993,372.47000099999997,350.692993,360.40100099999995,360.40100099999995,949912000.0
174,2017-11-22,360.31201200000004,381.420013,360.147003,380.652008,380.652008,800819008.0
175,2017-11-23,381.43899500000003,425.548004,376.088013,410.16598500000003,410.16598500000003,1845680000.0
176,2017-11-24,412.50100699999996,480.972992,402.757996,474.91101100000003,474.91101100000003,2292829952.0
177,2017-11-25,475.675995,485.19198600000004,461.053009,466.27600099999995,466.27600099999995,1422080000.0
178,2017-11-26,465.97399900000005,472.722992,451.60598799999997,471.329987,471.329987,1197779968.0
179,2017-11-27,471.53100599999993,493.40499900000003,468.48498499999994,480.35501100000005,480.35501100000005,1396480000.0
180,2017-11-28,480.51800499999996,482.48001100000005,466.34698499999996,472.902008,472.902008,1346499968.0
181,2017-11-29,473.28100599999993,522.307007,425.071014,427.52300999999994,427.52300999999994,2675940096.0
182,2017-11-30,431.214996,465.497009,401.24301099999997,447.11401399999994,447.11401399999994,1903040000.0
183,2017-12-01,445.209015,472.60900899999996,428.31201200000004,466.540009,466.540009,1247879936.0
184,2017-12-02,466.85101299999997,476.23901399999994,456.65301500000004,463.449005,463.449005,943649984.0
185,2017-12-03,463.704987,482.81399500000003,451.85199000000006,465.85299699999996,465.85299699999996,990556992.0
186,2017-12-04,466.053986,474.777008,453.31201200000004,470.20401,470.20401,1005550016.0
187,2017-12-05,470.29400599999997,473.55801399999996,457.660004,463.28100599999993,463.28100599999993,1216720000.0
188,2017-12-06,462.60400400000003,462.708008,420.209991,428.588013,428.588013,1998259968.0
189,2017-12-07,426.368988,441.39700300000004,414.411011,434.40799000000004,434.40799000000004,2129570048.0
190,2017-12-08,434.98901399999994,466.06201200000004,422.367004,456.03100599999993,456.03100599999993,2336379904.0
191,2017-12-09,457.34399400000007,504.14700300000004,456.252991,473.502014,473.502014,2003849984.0
192,2017-12-10,472.789001,472.789001,429.514008,441.721008,441.721008,1404179968.0
193,2017-12-11,440.35800199999994,516.9689940000001,439.10400400000003,515.135986,515.135986,1771440000.0
194,2017-12-12,522.286011,657.317993,504.493988,651.43103,651.43103,5179829760.0
195,2017-12-13,644.9060059999999,747.992981,597.7979740000001,702.767029,702.767029,4524539904.0
196,2017-12-14,700.5939940000001,753.1209719999999,664.989014,695.815979,695.815979,3821580032.0
197,2017-12-15,696.3759769999999,697.132019,621.060974,684.4479980000001,684.4479980000001,2758710016.0
198,2017-12-16,686.192017,718.38501,680.786011,696.208984,696.208984,2165690112.0
199,2017-12-17,696.237,735.825012,696.237,719.974976,719.974976,2147389952.0
200,2017-12-18,721.731995,803.927979,689.231018,794.64502,794.64502,3249230080.0
201,2017-12-19,793.901001,881.9439699999999,785.34198,826.8229980000001,826.8229980000001,4096549888.0
202,2017-12-20,827.515991,845.0620119999999,756.0040280000001,819.085999,819.085999,3969939968.0
203,2017-12-21,820.236023,880.54303,792.689026,821.062988,821.062988,3569060096.0
204,2017-12-22,822.643005,827.682983,543.762024,674.8599849999999,674.8599849999999,4977710080.0
205,2017-12-23,681.315979,763.89502,679.731018,719.387024,719.387024,2480339968.0
206,2017-12-24,721.768982,721.768982,614.9219969999999,694.14801,694.14801,2300549888.0
207,2017-12-25,698.869995,782.520996,698.869995,765.833984,765.833984,2491760128.0
208,2017-12-26,763.369995,786.789978,760.9349980000001,773.835999,773.835999,2201159936.0
209,2017-12-27,774.969971,789.2529910000001,738.413025,762.84198,762.84198,2100029952.0
210,2017-12-28,762.2080080000001,763.31897,701.187012,737.02301,737.02301,2389149952.0
211,2017-12-29,740.388977,770.117004,729.607971,753.59198,753.59198,2648969984.0
212,2017-12-30,753.8150019999999,753.8150019999999,685.231018,717.257019,717.257019,3187780096.0
213,2017-12-31,712.211975,760.348022,710.1190190000001,756.732971,756.732971,2554269952.0
214,2018-01-01,755.757019,782.530029,742.0040280000001,772.640991,772.640991,2595760128.0
215,2018-01-02,772.346008,914.830017,772.346008,884.4439699999999,884.4439699999999,5783349760.0
216,2018-01-03,886.0,974.471008,868.450989,962.7199710000001,962.7199710000001,5093159936.0
217,2018-01-04,961.713013,1045.079956,946.085999,980.921997,980.921997,6502859776.0
218,2018-01-05,975.75,1075.390015,956.3250119999999,997.7199710000001,997.7199710000001,6683149824.0
219,2018-01-06,995.153992,1060.709961,994.6220089999999,1041.680054,1041.680054,4662219776.0
220,2018-01-07,1043.01001,1153.170044,1043.01001,1153.170044,1153.170044,5569880064.0
221,2018-01-08,1158.26001,1266.930054,1016.0499880000001,1148.530029,1148.530029,8450970112.0
222,2018-01-09,1146.0,1320.97998,1145.48999,1299.73999,1299.73999,7965459968.0
223,2018-01-10,1300.339966,1417.380005,1226.599976,1255.819946,1255.819946,9214950400.0
224,2018-01-11,1268.089966,1337.300049,1135.170044,1154.930054,1154.930054,7235899904.0
225,2018-01-12,1158.290039,1296.040039,1120.089966,1273.199951,1273.199951,5222300160.0
226,2018-01-13,1270.469971,1432.880005,1270.469971,1396.420044,1396.420044,5746760192.0
227,2018-01-14,1397.47998,1400.560059,1286.209961,1366.77002,1366.77002,4841630208.0
228,2018-01-15,1365.209961,1390.589966,1290.599976,1291.920044,1291.920044,4781100032.0
229,2018-01-16,1292.630005,1292.630005,875.544983,1053.689941,1053.689941,8405139968.0
230,2018-01-17,1061.339966,1090.22998,780.9219969999999,1014.25,1014.25,8545160192.0
231,2018-01-18,1016.4400019999999,1100.310059,967.7589720000001,1036.280029,1036.280029,5938319872.0
232,2018-01-19,1028.819946,1093.219971,1003.7100220000001,1039.099976,1039.099976,4084450048.0
233,2018-01-20,1044.949951,1167.109985,1044.949951,1155.150024,1155.150024,3975190016.0
234,2018-01-21,1155.680054,1155.680054,1021.5,1049.579956,1049.579956,3378089984.0
235,2018-01-22,1055.349976,1089.099976,930.7410279999999,1003.26001,1003.26001,3810099968.0
236,2018-01-23,1004.169983,1023.2299800000001,920.5399779999999,986.2290039999999,986.2290039999999,3556699904.0
237,2018-01-24,987.47699,1062.439941,965.807983,1058.780029,1058.780029,3944039936.0
238,2018-01-25,1063.219971,1104.660034,1034.73999,1056.030029,1056.030029,4050190080.0
239,2018-01-26,1052.699951,1080.599976,996.7839970000001,1055.170044,1055.170044,3617690112.0
240,2018-01-27,1055.75,1121.97998,1042.119995,1107.069946,1107.069946,3002870016.0
241,2018-01-28,1111.780029,1257.77002,1111.780029,1246.01001,1246.01001,5372329984.0
242,2018-01-29,1246.699951,1256.699951,1169.079956,1182.359985,1182.359985,3715079936.0
243,2018-01-30,1184.130005,1184.630005,1058.969971,1071.130005,1071.130005,4107859968.0
244,2018-01-31,1071.089966,1128.660034,1034.5,1118.310059,1118.310059,3757560064.0
245,2018-02-01,1119.369995,1161.349976,984.8189699999999,1036.790039,1036.790039,5261680128.0
246,2018-02-02,1035.77002,1035.77002,757.97998,915.784973,915.784973,6713290240.0
247,2018-02-03,919.210999,991.942993,847.6900019999999,964.018982,964.018982,3243480064.0
248,2018-02-04,964.6669919999999,969.0319820000001,805.064026,834.682007,834.682007,2997090048.0
249,2018-02-05,834.9580080000001,856.6459960000001,644.598999,697.9509889999999,697.9509889999999,4269530112.0
250,2018-02-06,707.737,796.439026,574.419006,793.1220089999999,793.1220089999999,6518269952.0
251,2018-02-07,790.427979,851.2000119999999,723.432983,757.067993,757.067993,3896179968.0
252,2018-02-08,755.8430179999999,845.085999,755.8430179999999,817.807007,817.807007,3708189952.0
253,2018-02-09,818.47998,884.004028,788.833984,883.86499,883.86499,2495820032.0
254,2018-02-10,882.46698,917.400024,825.5770259999999,860.4149779999999,860.4149779999999,2930530048.0
255,2018-02-11,859.288025,859.288025,788.221985,814.659973,814.659973,2486650112.0
256,2018-02-12,817.507996,875.9370119999999,817.507996,868.70697,868.70697,2243450112.0
257,2018-02-13,869.29303,870.708984,828.836975,845.257996,845.257996,2081170048.0
258,2018-02-14,844.278992,926.429016,844.278992,923.560974,923.560974,2818370048.0
259,2018-02-15,923.728027,951.9479980000001,911.111023,936.9760130000001,936.9760130000001,2900100096.0
260,2018-02-16,934.7860109999999,950.0050050000001,917.848022,944.2100220000001,944.2100220000001,2369449984.0
261,2018-02-17,944.747986,976.5949710000001,940.754028,974.11499,974.11499,2525720064.0
262,2018-02-18,973.348999,982.932983,915.445007,923.9210210000001,923.9210210000001,2567290112.0
263,2018-02-19,921.66803,957.776978,921.554016,943.86499,943.86499,2169019904.0
264,2018-02-20,943.567017,965.2650150000001,892.9539789999999,895.370972,895.370972,2545260032.0
265,2018-02-21,894.13501,912.375,830.562988,849.971008,849.971008,2531729920.0
266,2018-02-22,849.262024,875.926025,802.6680299999999,812.844971,812.844971,2150370048.0
267,2018-02-23,811.585022,886.317993,794.791016,864.189026,864.189026,2334820096.0
268,2018-02-24,861.5930179999999,879.531006,818.549988,840.5150150000001,840.5150150000001,1926579968.0
269,2018-02-25,839.458984,853.1459960000001,822.3809809999999,844.8099980000001,844.8099980000001,1646960000.0
270,2018-02-26,845.278015,880.3920289999999,842.3189699999999,869.3150019999999,869.3150019999999,2044480000.0
271,2018-02-27,870.36499,896.2589720000001,867.096985,878.2650150000001,878.2650150000001,2053980032.0
272,2018-02-28,877.9340210000001,890.1079710000001,855.1240230000001,855.198975,855.198975,1963980032.0
273,2018-03-01,856.012024,880.3020019999999,851.919983,872.2000119999999,872.2000119999999,1868519936.0
274,2018-03-02,871.763977,876.3779910000001,852.421997,856.853027,856.853027,1894419968.0
275,2018-03-03,856.710999,868.4539789999999,855.20697,857.224976,857.224976,1699369984.0
276,2018-03-04,856.185974,867.9500119999999,840.2800289999999,866.6779789999999,866.6779789999999,1697939968.0
277,2018-03-05,866.846008,869.919983,853.5200199999999,853.6840210000001,853.6840210000001,1898489984.0
278,2018-03-06,853.817017,853.817017,809.93103,816.9509889999999,816.9509889999999,1943069952.0
279,2018-03-07,816.270996,825.606995,726.5469969999999,752.830994,752.830994,2175419904.0
280,2018-03-08,752.570007,773.767029,696.169006,704.596008,704.596008,1891640064.0
281,2018-03-09,702.197021,729.1560059999999,648.106995,728.916016,728.916016,2233019904.0
282,2018-03-10,730.159973,748.0310059999999,682.695007,686.8900150000001,686.8900150000001,1532960000.0
283,2018-03-11,685.312012,735.830994,668.1229860000001,723.338989,723.338989,1562680064.0
284,2018-03-12,724.4060059999999,742.513977,683.268005,699.830994,699.830994,1764999936.0
285,2018-03-13,698.153015,713.7349849999999,682.349976,690.8270259999999,690.8270259999999,1425959936.0
286,2018-03-14,691.2189940000001,702.783997,594.099976,614.291016,614.291016,1810560000.0
287,2018-03-15,614.838989,620.616028,579.505005,611.304016,611.304016,1770460032.0
288,2018-03-16,611.778015,623.1680299999999,587.862,601.666016,601.666016,1417350016.0
289,2018-03-17,601.677979,609.151001,549.096008,552.778992,552.778992,1267810048.0
290,2018-03-18,551.6400150000001,551.6400150000001,460.088013,538.643982,538.643982,2685499904.0
291,2018-03-19,546.6259769999999,558.099976,519.1229860000001,556.726013,556.726013,2046790016.0
292,2018-03-20,556.721985,567.090027,521.203979,557.174988,557.174988,1833680000.0
293,2018-03-21,559.099976,589.606995,550.572021,561.731995,561.731995,1781270016.0
294,2018-03-22,562.103027,577.565979,523.088989,539.7020259999999,539.7020259999999,1523459968.0
295,2018-03-23,539.864014,540.487,512.1270139999999,539.6190190000001,539.6190190000001,1596349952.0
296,2018-03-24,542.572021,545.382019,526.080017,526.439026,526.439026,1300009984.0
297,2018-03-25,522.7030030000001,535.820984,515.658997,524.2869870000001,524.2869870000001,1151170048.0
298,2018-03-26,524.2869870000001,526.3790280000001,470.44000199999994,489.950989,489.950989,1638880000.0
299,2018-03-27,489.589996,491.459015,449.971008,450.115997,450.115997,1617939968.0
300,2018-03-28,450.290985,466.210999,444.860992,446.278992,446.278992,1514179968.0
301,2018-03-29,448.075012,450.81298799999996,385.81298799999996,385.967987,385.967987,1970230016.0
302,2018-03-30,385.90499900000003,409.928986,368.632996,394.644989,394.644989,1878130048.0
303,2018-03-31,395.003998,418.467987,392.95300299999997,396.457001,396.457001,1323920000.0
304,2018-04-01,397.253998,400.528015,363.804993,379.60699500000004,379.60699500000004,1256930048.0
305,2018-04-02,379.699005,395.17099,377.592987,386.424988,386.424988,1102259968.0
306,2018-04-03,387.31201200000004,418.967987,383.532013,416.89300499999996,416.89300499999996,1363399936.0
307,2018-04-04,416.484985,417.471985,375.309998,380.542999,380.542999,1287730048.0
308,2018-04-05,379.946991,387.716003,369.81601,383.23199500000004,383.23199500000004,1210680064.0
309,2018-04-06,382.73098799999997,385.195007,366.911011,370.285004,370.285004,967105984.0
310,2018-04-07,370.380005,393.05899,369.93600499999997,385.31399500000003,385.31399500000003,951475008.0
