punk_id,Trait
2010,'FrontBeardDark'
2010,'PurpleHair'
2011,'CapForward'
2011,'Muttonchops'
2011,'NerdGlasses'
2012,'Cigarette'
2012,'FrumpyHair'
2012,'HotLipstick'
2013,'MohawkDark'
2014,'GreenEyeShadow'
2014,'HotLipstick'
2014,'TassleHat'
2015,'Earring'
2015,'NerdGlasses'
2015,'PinkWithHat'
2015,'HiddenEarring'
2016,'Earring'
2016,'Pigtails'
2017,'MessyHair'
2017,'Mole'
2018,'BlondeBob'
2018,'ClownEyesBlue'
2018,'Vape'
2019,'ClownEyesGreen'
2019,'MohawkDark'
2020,'ClassicShades'
2020,'CowboyHat'
2021,'Bandana'
2021,'NerdGlasses'
2022,'GreenEyeShadow'
2022,'StraightHair'
2023,'GreenEyeShadow'
2023,'MessyHair'
2023,'Mole'
2024,'Goat'
2024,'KnittedCap'
2024,'NerdGlasses'
2025,'MohawkDark'
2025,'SmallShades'
2026,'Cigarette'
2026,'HornedRimGlasses'
2026,'PeakSpike'
2027,'DGlasses'
2027,'KnittedCap'
2028,'CrazyHair'
2028,'Earring'
2028,'FrontBeardDark'
2029,'CowboyHat'
2029,'HornedRimGlasses'
2030,'DGlasses'
2030,'CrazyHair'
2030,'Earring'
2031,'Cigarette'
2031,'SmallShades'
2031,'WildHair'
2032,'Earring'
2032,'Frown'
2032,'FrumpyHair'
2032,'ShadowBeard'
2033,'ClownEyesBlue'
2033,'GoldChain'
2033,'Mole'
2033,'PurpleLipstick'
2033,'StraightHairDark'
2034,'PurpleEyeShadow'
2034,'WildWhiteHair'
2035,'Cap'
2035,'ShadowBeard'
2035,'VR'
2036,'Cigarette'
2036,'Handlebars'
2036,'ShavedHead'
2037,'FrumpyHair'
2037,'HotLipstick'
2037,'Mole'
2038,'CapForward'
2038,'Earring'
2038,'Mole'
2039,'GreenEyeShadow'
2039,'PurpleLipstick'
2039,'StringyHair'
2040,'Headband'
2040,'Mole'
2041,'Cigarette'
2042,'DGlasses'
2042,'CrazyHair'
2043,'FrontBeardDark'
2043,'StringyHair'
2044,'Handlebars'
2044,'PoliceCap'
2045,'FrontBeard'
2045,'RegularShades'
2045,'WildHair'
2046,'ClownEyesBlue'
2046,'Earring'
2046,'StraightHairDark'
2046,'HiddenEarring'
2047,'HalfShaved'
2047,'Mole'
2048,'FrontBeardDark'
2048,'Hoodie'
2048,'VR'
2049,'Chinstrap'
2049,'Do-rag'
2049,'Earring'
2049,'Pipe'
2049,'VR'
2050,'Do-rag'
2050,'Earring'
2050,'FrontBeardDark'
2050,'RegularShades'
2051,'FrontBeard'
2051,'Hoodie'
2052,'Cap'
2053,'BigShades'
2053,'Mohawk'
2054,'ClownEyesGreen'
2054,'ClownNose'
2054,'Pipe'
2054,'StraightHairBlonde'
2055,'EyeMask'
2055,'PeakSpike'
2056,'Cigarette'
2056,'RegularShades'
2056,'ShavedHead'
2057,'NormalBeardBlack'
2057,'WildHair'
2058,'Earring'
2058,'Goat'
2058,'PurpleHair'
2058,'HiddenEarring'
2059,'Earring'
2059,'EyePatch'
2059,'MohawkDark'
2060,'Muttonchops'
2060,'PurpleHair'
2061,'CapForward'
2061,'NormalBeard'
2062,'MohawkThin'
2062,'NerdGlasses'
2062,'PurpleLipstick'
2063,'Earring'
2063,'FrontBeardDark'
2063,'PeakSpike'
2064,'FrontBeardDark'
2064,'ShavedHead'
2064,'SmallShades'
2065,'DarkHair'
2065,'HornedRimGlasses'
2065,'HotLipstick'
2066,'KnittedCap'
2067,'BlackLipstick'
2067,'CrazyHair'
2068,'PurpleLipstick'
2068,'RegularShades'
2068,'TassleHat'
2069,'FrumpyHair'
2069,'GreenEyeShadow'
2069,'HotLipstick'
2070,'Cigarette'
2070,'Headband'
2071,'HornedRimGlasses'
2071,'MohawkThin'
2072,'Bandana'
2072,'Cigarette'
2072,'GreenEyeShadow'
2072,'PurpleLipstick'
2073,'Earring'
2073,'MohawkThin'
2073,'NerdGlasses'
2074,'ClownEyesBlue'
2074,'Earring'
2074,'HotLipstick'
2074,'WildHair'
2074,'HiddenEarring'
2075,'ClownNose'
2075,'Headband'
2075,'SmallShades'
2076,'Bandana'
2076,'RegularShades'
2077,'Cigarette'
2077,'HotLipstick'
2077,'WildHair'
2078,'ClownEyesBlue'
2078,'FrumpyHair'
2079,'Earring'
2079,'KnittedCap'
2079,'Muttonchops'
2080,'PurpleHair'
2080,'Vape'
2081,'EyePatch'
2081,'PoliceCap'
2081,'ShadowBeard'
2082,'DGlasses'
2082,'KnittedCap'
2083,'Headband'
2083,'Mustache'
2084,'MohawkThin'
2084,'VR'
2085,'BlackLipstick'
2085,'BlueEyeShadow'
2085,'RedMohawk'
2086,'Goat'
2086,'KnittedCap'
2087,'Earring'
2087,'Headband'
2087,'VR'
2088,'Bandana'
2088,'Muttonchops'
2089,'PoliceCap'
2089,'RegularShades'
2090,'BigShades'
2090,'KnittedCap'
2091,'Bandana'
2091,'Cigarette'
2091,'GreenEyeShadow'
2092,'BlueEyeShadow'
2092,'Mohawk'
2093,'BigShades'
2093,'Hoodie'
2093,'Mustache'
2094,'HornedRimGlasses'
2094,'MohawkThin'
2094,'Mustache'
2095,'ClassicShades'
2095,'ClownHairGreen'
2096,'Do-rag'
2096,'Earring'
2096,'FrontBeardDark'
2096,'Mole'
2096,'Pipe'
2097,'Do-rag'
2097,'LuxuriousBeard'
2097,'RegularShades'
2097,'Smile'
2097,'HiddenSmile'
2098,'LuxuriousBeard'
2098,'MohawkDark'
2099,'Handlebars'
2099,'Headband'
2100,'BlackLipstick'
2100,'GreenEyeShadow'
2100,'Mohawk'
2101,'BlackLipstick'
2101,'BlueEyeShadow'
2101,'WildBlonde'
2102,'Do-rag'
2102,'Mustache'
2103,'Mohawk'
2103,'PurpleLipstick'
2104,'BlackLipstick'
2104,'BlueEyeShadow'
2104,'Headband'
2105,'Earring'
2105,'Headband'
2105,'HotLipstick'
2106,'ClassicShades'
2106,'MohawkThin'
2106,'NormalBeardBlack'
2107,'Headband'
2107,'VR'
2108,'ClassicShades'
2108,'Do-rag'
2109,'Chinstrap'
2109,'Earring'
2109,'EyePatch'
2109,'StringyHair'
2110,'DGlasses'
2110,'Earring'
2110,'Pigtails'
2111,'Earring'
2111,'MessyHair'
2111,'Pipe'
2112,'BuckTeeth'
2112,'Cap'
2112,'ShadowBeard'
2113,'CrazyHair'
2113,'Earring'
2113,'Handlebars'
2114,'Earring'
2114,'GreenEyeShadow'
2114,'WildWhiteHair'
2114,'HiddenEarring'
2115,'Bandana'
2115,'Earring'
2116,'CapForward'
2117,'EyeMask'
2117,'PurpleLipstick'
2117,'StraightHairBlonde'
2118,'BlondeShort'
2118,'Earring'
2119,'ClownEyesGreen'
2119,'MohawkThin'
2120,'Earring'
2120,'HotLipstick'
2120,'Mole'
2120,'PilotHelmet'
2120,'HiddenEarring'
2121,'HotLipstick'
2121,'Pigtails'
2122,'Handlebars'
2122,'ShavedHead'
2123,'FrontBeardDark'
2123,'FrumpyHair'
2123,'MedicalMask'
2124,'Earring'
2124,'EyePatch'
2124,'Mole'
2124,'PeakSpike'
2125,'CrazyHair'
2125,'EyePatch'
2126,'ClownEyesGreen'
2126,'Frown'
2126,'FrumpyHair'
2127,'BlackLipstick'
2127,'Cigarette'
2127,'Earring'
2127,'MohawkDark'
2128,'Earring'
2128,'MohawkDark'
2129,'GreenEyeShadow'
2129,'Mole'
2129,'WildHair'
2130,'BigBeard'
2130,'SmallShades'
2130,'TopHat'
2131,'BlackLipstick'
2131,'Earring'
2131,'EyeMask'
2131,'StringyHair'
2131,'HiddenEarring'
2132,'Hoodie'
2132,'NerdGlasses'
2132,'NormalBeardBlack'
2133,'Earring'
2133,'Pipe'
2133,'WildWhiteHair'
2133,'HiddenEarring'
2134,'Earring'
2134,'HotLipstick'
2134,'MessyHair'
2135,'Handlebars'
2135,'RegularShades'
2135,'VampireHair'
2136,'ClassicShades'
2136,'CrazyHair'
2136,'Handlebars'
2137,'Cap'
2137,'Cigarette'
2137,'ClownEyesGreen'
2137,'PurpleLipstick'
2138,'BlackLipstick'
2138,'Earring'
2138,'GreenEyeShadow'
2139,'Chinstrap'
2139,'ClassicShades'
2139,'Mohawk'
2140,'KnittedCap'
2140,'SmallShades'
2141,'Bandana'
2141,'Cigarette'
2141,'Mustache'
2142,'HotLipstick'
2142,'Mole'
2142,'NerdGlasses'
2142,'Vape'
2143,'BlackLipstick'
2143,'BlondeShort'
2143,'Earring'
2144,'MohawkThin'
2144,'Mustache'
2145,'EyeMask'
2145,'Mohawk'
2146,'BlackLipstick'
2146,'Choker'
2146,'ClownEyesGreen'
2147,'Bandana'
2147,'NerdGlasses'
2148,'FrumpyHair'
2148,'GoldChain'
2149,'FrumpyHair'
2149,'PurpleLipstick'
2150,'BigShades'
2150,'BlackLipstick'
2150,'Mohawk'
2151,'Muttonchops'
2151,'PeakSpike'
2152,'FrumpyHair'
2152,'NerdGlasses'
2153,'Do-rag'
2153,'ShadowBeard'
2154,'Bandana'
2154,'HotLipstick'
2155,'FrontBeardDark'
2155,'Headband'
2156,'BlackLipstick'
2156,'CrazyHair'
2157,'CrazyHair'
2157,'Earring'
2157,'Frown'
2158,'Earring'
2158,'HotLipstick'
2158,'MessyHair'
2158,'PurpleEyeShadow'
2159,'GreenEyeShadow'
2159,'TassleHat'
2160,'NormalBeardBlack'
2160,'PeakSpike'
2160,'VR'
2161,'Chinstrap'
2161,'CowboyHat'
2161,'HornedRimGlasses'
2162,'PurpleEyeShadow'
2162,'PurpleLipstick'
2162,'TassleHat'
2163,'BigShades'
2163,'Headband'
2163,'Smile'
2164,'BlondeShort'
2164,'Earring'
2164,'PurpleEyeShadow'
2165,'RegularShades'
2166,'BlackLipstick'
2166,'FrumpyHair'
2166,'NerdGlasses'
2167,'Frown'
2167,'MessyHair'
2167,'Muttonchops'
2168,'ClassicShades'
2168,'HotLipstick'
2168,'MohawkDark'
2168,'Mole'
2169,'PilotHelmet'
2169,'PurpleLipstick'
2170,'EyePatch'
2170,'HotLipstick'
2170,'StringyHair'
2171,'CrazyHair'
2171,'EyePatch'
2172,'CapForward'
2172,'Cigarette'
2173,'NormalBeardBlack'
2173,'StringyHair'
2174,'DarkHair'
2174,'PurpleEyeShadow'
2175,'CapForward'
2175,'Mole'
2175,'ShadowBeard'
2176,'Earring'
2176,'HalfShaved'
2176,'HiddenEarring'
2177,'ClassicShades'
2177,'FrumpyHair'
2178,'FrontBeardDark'
2178,'Hoodie'
2179,'Earring'
2179,'RegularShades'
2179,'TopHat'
2180,'PurpleLipstick'
2180,'WeldingGoggles'
2180,'WildWhiteHair'
2181,'BlackLipstick'
2181,'FrumpyHair'
2181,'Mole'
2182,'Mole'
2182,'PurpleEyeShadow'
2182,'StraightHairBlonde'
2183,'ClownEyesBlue'
2183,'CrazyHair'
2183,'Earring'
2183,'Mole'
2183,'PurpleLipstick'
2184,'BlackLipstick'
2184,'HornedRimGlasses'
2184,'Mohawk'
2185,'BigShades'
2185,'ClownHairGreen'
2186,'Cigarette'
2186,'FrumpyHair'
2186,'NerdGlasses'
2187,'ClownEyesGreen'
2187,'HalfShaved'
2187,'MedicalMask'
2187,'PurpleLipstick'
2187,'HiddenLipstick'
2188,'CapForward'
2188,'Earring'
2188,'FrontBeardDark'
2189,'DGlasses'
2189,'FrumpyHair'
2190,'ClownEyesBlue'
2190,'Earring'
2190,'PinkWithHat'
2190,'HiddenEarring'
2191,'Bandana'
2191,'Cigarette'
2192,'Earring'
2192,'Frown'
2192,'HornedRimGlasses'
2192,'KnittedCap'
2193,'EyePatch'
2193,'StringyHair'
2194,'Earring'
2194,'FrontBeardDark'
2194,'StringyHair'
2195,'HotLipstick'
2195,'WildHair'
2196,'Choker'
2196,'HotLipstick'
2196,'MohawkThin'
2197,'BlackLipstick'
2197,'Mole'
2197,'PurpleEyeShadow'
2197,'StringyHair'
2198,'CrazyHair'
2198,'HotLipstick'
2198,'Pipe'
2199,'BlondeBob'
2199,'PurpleEyeShadow'
2199,'PurpleLipstick'
2200,'BigBeard'
2200,'KnittedCap'
2201,'Choker'
2201,'FrumpyHair'
2202,'Choker'
2202,'ClassicShades'
2202,'Earring'
2202,'HotLipstick'
2202,'Mole'
2202,'StraightHair'
2202,'HiddenEarring'
2203,'ClownHairGreen'
2203,'Earring'
2203,'GreenEyeShadow'
2204,''
2205,'KnittedCap'
2205,'Mole'
2206,'DarkHair'
2206,'HornedRimGlasses'
2207,'Bandana'
2207,'PurpleEyeShadow'
2208,'BlueEyeShadow'
2208,'HotLipstick'
2208,'RedMohawk'
2208,'RosyCheeks'
2209,'ClownEyesGreen'
2209,'Earring'
2209,'MohawkDark'
2209,'Mole'
2209,'ShadowBeard'
2210,'BlueEyeShadow'
2210,'MohawkThin'
2211,'FrontBeardDark'
2211,'Mole'
2211,'WildHair'
2212,'BlueEyeShadow'
2212,'Mohawk'
2212,'PurpleLipstick'
2213,'DGlasses'
2213,'Bandana'
2214,'EyeMask'
2214,'StraightHairDark'
2215,'Cap'
2215,'EyePatch'
2215,'Mole'
2216,'Earring'
2216,'Mohawk'
2216,'RegularShades'
2217,'GreenEyeShadow'
2217,'HalfShaved'
2218,'DarkHair'
2218,'WeldingGoggles'
2219,'BigBeard'
2220,'HornedRimGlasses'
2220,'LuxuriousBeard'
2220,'MessyHair'
2221,'HornedRimGlasses'
2221,'WildHair'
2222,'BlondeShort'
2222,'Cigarette'
2222,'ClownEyesGreen'
2223,'HornedRimGlasses'
2223,'PoliceCap'
2224,'Do-rag'
2224,'Earring'
2224,'Goat'
2225,'ClownEyesGreen'
2225,'Muttonchops'
2225,'VampireHair'
2226,'BlackLipstick'
2226,'HornedRimGlasses'
2226,'PinkWithHat'
2227,'MohawkDark'
2227,'VR'
2228,'Goat'
2228,'ShavedHead'
2229,'BlondeBob'
2229,'ClownEyesGreen'
2229,'HotLipstick'
2230,'Bandana'
2230,'Cigarette'
2230,'HornedRimGlasses'
2231,'BlackLipstick'
2231,'MessyHair'
2231,'VR'
2232,'MohawkThin'
2232,'PurpleEyeShadow'
2233,'Goat'
2233,'StringyHair'
2234,'Headband'
2234,'VR'
2235,'EyeMask'
2235,'Muttonchops'
2235,'PeakSpike'
2236,'Earring'
2236,'RegularShades'
2236,'ShadowBeard'
2236,'WildHair'
2237,'BlondeBob'
2237,'BlueEyeShadow'
2238,'Goat'
2238,'Mohawk'
2239,'BigBeard'
2239,'GoldChain'
2239,'Mohawk'
2240,'BigShades'
2240,'HalfShaved'
2241,'EyePatch'
2241,'Mustache'
2241,'StringyHair'
2242,'KnittedCap'
2242,'Smile'
2243,'Bandana'
2243,'NerdGlasses'
2244,'NerdGlasses'
2244,'PinkWithHat'
2245,'CapForward'
2245,'NormalBeard'
2246,'Bandana'
2246,'Cigarette'
2246,'LuxuriousBeard'
2247,'Earring'
2247,'NormalBeardBlack'
2247,'WildHair'
2248,'ClownEyesGreen'
2248,'FrontBeardDark'
2248,'MessyHair'
2249,'Bandana'
2249,'EyePatch'
2250,'Goat'
2250,'Mole'
2250,'PurpleHair'
2251,'Cap'
2251,'Cigarette'
2251,'Earring'
2252,'ClownEyesGreen'
2252,'MessyHair'
2253,'OrangeSide'
2253,'Spots'
2254,'DGlasses'
2254,'Fedora'
2254,'Mole'
2255,'Cap'
2255,'NerdGlasses'
2255,'NormalBeard'
2256,'KnittedCap'
2256,'SmallShades'
2257,'ClassicShades'
2257,'HotLipstick'
2257,'Mohawk'
2258,'Hoodie'
2258,'Mustache'
2259,'NormalBeardBlack'
2259,'WildHair'
2260,'CrazyHair'
2260,'EyePatch'
2260,'NormalBeard'
2261,'ShavedHead'
2261,'Smile'
2262,'BlondeBob'
2262,'ClownEyesBlue'
2263,'CapForward'
2263,'Mole'
2264,'Earring'
2264,'PurpleHair'
2264,'RegularShades'
2264,'ShadowBeard'
2264,'HiddenEarring'
2265,'ClownEyesBlue'
2265,'MohawkDark'
2266,'Cigarette'
2266,'EyePatch'
2266,'FrumpyHair'
2267,'BuckTeeth'
2267,'ClownEyesGreen'
2267,'Handlebars'
2267,'KnittedCap'
2268,'BigShades'
2268,'CapForward'
2268,'Earring'
2268,'SilverChain'
2269,'Do-rag'
2269,'EyeMask'
2270,'CowboyHat'
2270,'SmallShades'
2271,'Earring'
2271,'EyeMask'
2271,'FrontBeard'
2271,'Mohawk'
2272,'BlackLipstick'
2272,'DarkHair'
2273,'ClownEyesBlue'
2273,'WildWhiteHair'
2274,'DGlasses'
2274,'Earring'
2274,'HotLipstick'
2274,'WildHair'
2274,'HiddenEarring'
2275,'BlackLipstick'
2275,'PurpleEyeShadow'
2275,'TassleHat'
2276,'BuckTeeth'
2276,'ShadowBeard'
2276,'SmallShades'
2276,'WildHair'
2277,'Cigarette'
2277,'Earring'
2277,'VampireHair'
2278,'Cigarette'
2278,'HotLipstick'
2278,'WildHair'
2279,'NerdGlasses'
2279,'Pigtails'
2280,'Goat'
2280,'MessyHair'
2281,'Cigarette'
2281,'Earring'
2281,'HotLipstick'
2281,'Mohawk'
2281,'PurpleEyeShadow'
2282,'CapForward'
2282,'Cigarette'
2282,'Earring'
2282,'Mole'
2283,'Earring'
2283,'FrumpyHair'
2283,'Pipe'
2283,'HiddenEarring'
2284,'RedMohawk'
2284,'RegularShades'
2285,'HornedRimGlasses'
2285,'Mohawk'
2286,'RegularShades'
2286,'StringyHair'
2287,'Chinstrap'
2287,'Do-rag'
2288,'CrazyHair'
2288,'Earring'
2288,'ShadowBeard'
2289,'CapForward'
2289,'FrontBeard'
2290,'Bandana'
2290,'LuxuriousBeard'
2291,'Earring'
2291,'Headband'
2291,'ShadowBeard'
2292,'Handlebars'
2292,'MessyHair'
2293,'Earring'
2293,'RegularShades'
2293,'WildBlonde'
2294,'BigShades'
2294,'Hoodie'
2294,'LuxuriousBeard'
2295,'GoldChain'
2295,'LuxuriousBeard'
2295,'ShavedHead'
2296,'Cap'
2296,'Goat'
2296,'HornedRimGlasses'
2297,'Bandana'
2297,'ClownEyesGreen'
2298,'Headband'
2298,'ShadowBeard'
2299,'BlackLipstick'
2299,'HornedRimGlasses'
2299,'TassleHat'
2300,'EyePatch'
2301,'EyePatch'
2301,'FrontBeardDark'
2301,'Hoodie'
2302,'Chinstrap'
2302,'PeakSpike'
2303,'Chinstrap'
2303,'Fedora'
2303,'SmallShades'
2304,'BigBeard'
2304,'CrazyHair'
2304,'RegularShades'
2305,'Cigarette'
2305,'FrumpyHair'
2306,'Cigarette'
2306,'Earring'
2306,'MohawkThin'
2307,'Cap'
2307,'Frown'
2308,'Frown'
2308,'WildHair'
2309,'Earring'
2309,'FrontBeard'
2309,'FrumpyHair'
2310,'BigShades'
2310,'Chinstrap'
2310,'Hoodie'
2311,'Earring'
2311,'Hoodie'
2311,'ShadowBeard'
2311,'HiddenEarring'
2312,'Pigtails'
2313,'CrazyHair'
2313,'Earring'
2313,'ShadowBeard'
2314,'Do-rag'
2314,'ShadowBeard'
2314,'Smile'
2315,'NerdGlasses'
2315,'ShadowBeard'
2315,'StringyHair'
2316,'Cap'
2316,'EyeMask'
2317,'MohawkThin'
2317,'NormalBeard'
2318,'BlueEyeShadow'
2318,'HalfShaved'
2318,'PurpleLipstick'
2319,'Bandana'
2319,'Frown'
2319,'NerdGlasses'
2319,'RosyCheeks'
2319,'ShadowBeard'
2320,'Bandana'
2320,'Cigarette'
2320,'EyeMask'
2321,'ClownEyesGreen'
2321,'HalfShaved'
2322,'HotLipstick'
2322,'Mole'
2322,'StraightHairDark'
2323,'Earring'
2323,'Headband'
2323,'SmallShades'
2324,'BlackLipstick'
2324,'BlondeBob'
2325,'Earring'
2325,'Hoodie'
2325,'VR'
2325,'HiddenEarring'
2326,'ClownHairGreen'
2326,'HornedRimGlasses'
2327,'Earring'
2327,'EyeMask'
2327,'Fedora'
2327,'Mustache'
2328,'EyePatch'
2328,'MohawkThin'
2329,'Earring'
2329,'PeakSpike'
2330,'BlackLipstick'
2330,'Mohawk'
2330,'Mole'
2331,'Cigarette'
2331,'HornedRimGlasses'
2331,'MessyHair'
2332,'Fedora'
2332,'FrontBeard'
2333,'Bandana'
2333,'MedicalMask'
2333,'SmallShades'
2334,'EyeMask'
2334,'KnittedCap'
2335,'CrazyHair'
2335,'Earring'
2335,'Handlebars'
2336,'ClownHairGreen'
2336,'ClownNose'
2336,'Earring'
2337,'Earring'
2337,'Mohawk'
2338,'MohawkThin'
2339,'BlackLipstick'
2339,'MohawkThin'
2340,'MessyHair'
2340,'Mole'
2341,'BigShades'
2341,'Headband'
2341,'NormalBeardBlack'
2342,'BigShades'
2342,'Earring'
2342,'Mole'
2342,'ShavedHead'
2343,'ClassicShades'
2343,'Earring'
2343,'MohawkThin'
2343,'NormalBeardBlack'
2344,'Bandana'
2344,'ClownEyesBlue'
2344,'Frown'
2344,'LuxuriousBeard'
2344,'HiddenFrown'
2345,'BigShades'
2345,'Do-rag'
2346,'BlackLipstick'
2346,'GreenEyeShadow'
2346,'StraightHair'
2347,'EyePatch'
2347,'WildHair'
2348,'FrontBeard'
2348,'MohawkThin'
2348,'SmallShades'
2349,'PeakSpike'
2349,'Vape'
2350,'LuxuriousBeard'
2350,'Mole'
2350,'PeakSpike'
2350,'SmallShades'
2350,'HiddenMole'
2351,'EyeMask'
2351,'MohawkDark'
2352,'FrumpyHair'
2352,'NerdGlasses'
2353,'PurpleHair'
2353,'SilverChain'
2353,'VR'
2354,'Bandana'
2354,'ClownEyesGreen'
2355,'CrazyHair'
2355,'LuxuriousBeard'
2356,'Cigarette'
2356,'Earring'
2356,'Hoodie'
2356,'RegularShades'
2356,'HiddenEarring'
2357,'MohawkThin'
2357,'Mole'
2357,'NormalBeardBlack'
2357,'HiddenMole'
2358,'Bandana'
2358,'ClassicShades'
2358,'Earring'
2358,'PurpleLipstick'
2359,'Cigarette'
2359,'Earring'
2359,'Mole'
2359,'WildBlonde'
2360,'ClownEyesBlue'
2360,'Earring'
2360,'WildWhiteHair'
2360,'HiddenEarring'
2361,'Headband'
2361,'HotLipstick'
2362,'Bandana'
2362,'FrontBeardDark'
2362,'RosyCheeks'
2362,'SmallShades'
2363,'Headband'
2363,'NerdGlasses'
2363,'NormalBeard'
2364,'CapForward'
2364,'Muttonchops'
2364,'Spots'
2365,'Earring'
2365,'Mustache'
2365,'NerdGlasses'
2365,'PeakSpike'
2366,'HornedRimGlasses'
2366,'Mohawk'
2367,'Cap'
2368,'PurpleLipstick'
2368,'Tiara'
2369,'Cap'
2369,'ClassicShades'
2369,'NormalBeardBlack'
2370,'Cigarette'
2370,'HalfShaved'
2371,'GreenEyeShadow'
2371,'Pigtails'
2372,'BlondeShort'
2372,'GreenEyeShadow'
2373,'Muttonchops'
2373,'PoliceCap'
2374,'Do-rag'
2374,'Earring'
2374,'HornedRimGlasses'
2375,'ClownHairGreen'
2375,'Earring'
2375,'Mustache'
2375,'Pipe'
2376,'Handlebars'
2376,'Headband'
2377,'ClassicShades'
2377,'FrontBeard'
2377,'RosyCheeks'
2378,'Handlebars'
2378,'Mole'
2378,'WildHair'
2379,'Do-rag'
2379,'Frown'
2380,'BlackLipstick'
2380,'EyeMask'
2380,'RedMohawk'
2381,'Cigarette'
2381,'WildWhiteHair'
2382,'MedicalMask'
2382,'StraightHairBlonde'
2383,'DGlasses'
2383,'Goat'
2383,'ShavedHead'
2384,'ClownEyesBlue'
2384,'StraightHair'
2385,'ClassicShades'
2385,'Pipe'
2385,'ShadowBeard'
2386,'Headband'
2386,'SmallShades'
2387,'Bandana'
2387,'HotLipstick'
2387,'RosyCheeks'
2388,'ClownEyesBlue'
2388,'Earring'
2388,'MohawkDark'
2389,'CapForward'
2389,'Cigarette'
2389,'Mustache'
2390,'HalfShaved'
2390,'PurpleEyeShadow'
2391,'ClownHairGreen'
2392,'MohawkDark'
2392,'RegularShades'
2393,'BlackLipstick'
2393,'RedMohawk'
2394,'Mohawk'
2394,'WeldingGoggles'
2395,'BlackLipstick'
2395,'BlondeBob'
2395,'HornedRimGlasses'
2396,'MohawkDark'
2397,'Earring'
2397,'NerdGlasses'
2397,'PurpleLipstick'
2397,'RedMohawk'
2398,'BlueEyeShadow'
2398,'Cigarette'
2398,'Mohawk'
2398,'Mole'
2399,'EyeMask'
2399,'KnittedCap'
2400,'GoldChain'
2400,'MessyHair'
2401,'Earring'
2401,'PoliceCap'
2401,'RegularShades'
2402,'Bandana'
2402,'Earring'
2402,'EyePatch'
2403,'BlackLipstick'
2403,'Headband'
2404,'Chinstrap'
2404,'Do-rag'
2404,'SmallShades'
2405,'Earring'
2405,'Goat'
2405,'MohawkDark'
2406,'LuxuriousBeard'
2406,'SilverChain'
2407,'BlueEyeShadow'
2407,'KnittedCap'
2408,'Cap'
2408,'Cigarette'
2408,'EyePatch'
2409,'MohawkThin'
2409,'Spots'
2410,'EyeMask'
2410,'LuxuriousBeard'
2410,'ShavedHead'
2411,'HotLipstick'
2411,'StraightHairBlonde'
2412,'CapForward'
2412,'ClassicShades'
2412,'FrontBeard'
2413,'Cigarette'
2413,'GreenEyeShadow'
2413,'Mole'
2413,'WildHair'
2414,'Earring'
2415,'MessyHair'
2415,'Spots'
2416,'Fedora'
2416,'NormalBeardBlack'
2417,'CrazyHair'
2417,'NormalBeard'
2417,'SmallShades'
2418,'DGlasses'
2418,'MessyHair'
2419,'BuckTeeth'
2419,'FrontBeard'
2419,'FrumpyHair'
2420,'Earring'
2420,'PoliceCap'
2420,'ShadowBeard'
2421,'Headband'
2421,'Smile'
2421,'Vape'
2422,'Earring'
2422,'Pigtails'
2423,'ClownEyesBlue'
2423,'Hoodie'
2423,'SilverChain'
2424,'Bandana'
2424,'Earring'
2424,'Frown'
2425,'ClownEyesBlue'
2425,'Mohawk'
2426,'Earring'
2426,'GreenEyeShadow'
2426,'Tiara'
2427,'MessyHair'
2427,'Mole'
2428,'Cigarette'
2428,'FrumpyHair'
2428,'RegularShades'
2429,'GreenEyeShadow'
2429,'HotLipstick'
2429,'StraightHairDark'
2430,'Bandana'
2430,'BigShades'
2430,'Mustache'
2430,'Vape'
2431,'HornedRimGlasses'
2431,'HotLipstick'
2431,'KnittedCap'
2432,'BlackLipstick'
2432,'WildWhiteHair'
2433,'ClassicShades'
2433,'Handlebars'
2433,'StringyHair'
2434,'EyePatch'
2434,'PeakSpike'
2434,'Vape'
2435,'Earring'
2435,'Hoodie'
2435,'HornedRimGlasses'
2435,'HiddenEarring'
2436,'BlondeShort'
2436,'Earring'
2436,'PurpleLipstick'
2437,'DGlasses'
2437,'PeakSpike'
2438,'Cap'
2438,'LuxuriousBeard'
2439,'DGlasses'
2439,'CowboyHat'
2440,'ClownNose'
2440,'StringyHair'
2441,'Hoodie'
2441,'Smile'
2441,'Vape'
2442,'BlueEyeShadow'
2442,'MessyHair'
2442,'PurpleLipstick'
2443,'HornedRimGlasses'
2443,'PurpleHair'
2444,'Earring'
2444,'Fedora'
2445,'Mole'
2446,'ClassicShades'
2446,'CrazyHair'
2446,'Earring'
2447,'BlackLipstick'
2447,'ClownEyesBlue'
2447,'Earring'
2447,'StringyHair'
2448,'Cap'
2448,'HornedRimGlasses'
2449,'BigShades'
2449,'MedicalMask'
2449,'PoliceCap'
2450,'EyePatch'
2450,'LuxuriousBeard'
2450,'MedicalMask'
2450,'MohawkThin'
2451,'BigShades'
2451,'Cigarette'
2451,'MohawkThin'
2452,'Earring'
2452,'Headband'
2452,'HornedRimGlasses'
2452,'MedicalMask'
2453,'CrazyHair'
2453,'Earring'
2453,'FrontBeard'
2454,'GreenEyeShadow'
2454,'PurpleLipstick'
2454,'StraightHairBlonde'
2455,'Cigarette'
2455,'HotLipstick'
2455,'StraightHairBlonde'
2456,'Cap'
2456,'NormalBeard'
2457,'Bandana'
2457,'Earring'
