Punk_id,Rarity,Genre,Skin,Traits,Owned_by
3198,3084,Female,Mid,"['BlackLipstick', 'DarkHair', 'Mole']",0xaEC988
3199,5903,Male,Dark,"['KnittedCap', 'Mole', 'Vape']",0x50ec37
3200,8651,Male,Mid,"['Cigarette', 'Headband', 'HornedRimGlasses']",0x51688C
3201,1526,Female,Light,"['BlueEyeShadow', 'PurpleLipstick', 'StraightHairBlonde']",0xE5C4c4
3202,5404,Female,Albino,"['FrumpyHair', 'PurpleEyeShadow']",0xA99A76
3203,6578,Male,Dark,"['Cigarette', 'Mustache', 'ShavedHead']",0x231d68
3204,7618,Male,Dark,"['ClassicShades', 'PeakSpike', 'Pipe']",0x0f4023
3205,7696,Male,Dark,"['ClassicShades', 'Earring', 'MohawkDark', 'Muttonchops']",0xBD066b
3206,3463,Male,Dark,"['GoldChain', 'MessyHair']",0x30E924
3207,4408,Female,Mid,"['BlueEyeShadow', 'Cigarette', 'Earring']",0xd6a984
3208,2644,Male,Mid,"['ClownHairGreen', 'HornedRimGlasses']",0x179456
3209,6440,Male,Dark,"['DGlasses', 'Earring', 'MohawkDark']",0x0E9AED
3210,8776,Female,Mid,"['CrazyHair', 'NerdGlasses', 'PurpleLipstick']",0x06Bf2b
3211,523,Zombie,Zombie,"['Goat', 'Headband']",0xB88F61
3212,1568,Female,Mid,"['EyeMask', 'Pipe', 'PurpleLipstick', 'StraightHairBlonde']",0x26f744
3213,9080,Male,Dark,"['Earring', 'EyePatch', 'MohawkThin']",0xa49F53
3214,9016,Female,Light,"['Cigarette', 'Earring', 'MohawkDark', 'NerdGlasses']",0x7a341c
3215,8956,Male,Dark,"['EyePatch', 'MohawkDark']",0xA87545
3216,4926,Male,Mid,"['Hoodie', 'Pipe']",0x44FAb5
3217,6254,Male,Albino,"['BigShades', 'Chinstrap', 'Earring', 'StringyHair']",0xDDFdcB
3218,9357,Male,Dark,"['ClassicShades', 'Earring', 'FrumpyHair']",0x224f17
3219,9255,Female,Dark,"['BlackLipstick', 'Mohawk']",0x374Bd1
3220,8753,Female,Dark,"['BigShades', 'CrazyHair', 'HotLipstick']",0x69021A
3221,5917,Female,Mid,"['BlackLipstick', 'Earring', 'Mohawk', 'Vape']",0x60C728
3222,9008,Female,Light,"['BigShades', 'MohawkDark']",0x1B2965
3223,7175,Male,Albino,"['Cigarette', 'EyeMask', 'WildHair']",0x8F6b1e
3224,7021,Male,Mid,"['Cigarette', 'MohawkThin', 'NormalBeard']",0x24c354
3225,2964,Female,Light,"['Earring', 'MessyHair', 'Mole', 'SilverChain']",0xa5d0D5
3226,7382,Male,Mid,"['Do-rag', 'Muttonchops', 'NerdGlasses']",0x2A98FC
3227,2829,Female,Mid,"['Earring', 'NerdGlasses', 'StraightHair', 'HiddenEarring']",0x93E351
3228,6129,Male,Light,"['Chinstrap', 'Do-rag', 'EyePatch']",0x043F42
3229,4662,Male,Light,"['CapForward', 'Earring', 'NormalBeard', 'SmallShades']",0x4bBabd
3230,990,Female,Light,"['HalfShaved', 'RosyCheeks']",0x78f026
3231,2739,Female,Dark,"['PurpleEyeShadow', 'StraightHair']",0xDde8DF
3232,6445,Male,Mid,"['DGlasses', 'MohawkDark']",0x3295df
3233,4963,Male,Mid,"['BigShades', 'Hoodie', 'ShadowBeard']",0x00B278
3234,5605,Male,Albino,"['Handlebars', 'MessyHair']",0xd88227
3235,7068,Male,Dark,"['NormalBeard', 'StringyHair']",0xF217dE
3236,5628,Female,Mid,"['BlueEyeShadow', 'MessyHair', 'Pipe']",0xE29662
3237,6235,Male,Albino,"['Chinstrap', 'Cigarette', 'Earring', 'WildHair']",0xCf8401
3238,9633,Male,Dark,"['Earring', 'MessyHair', 'RegularShades']",0xc71f4F
3239,7561,Male,Mid,"['HornedRimGlasses', 'ShavedHead']",0xeeD4AB
3240,1243,Female,Mid,"['BlueEyeShadow', 'Earring', 'WildWhiteHair', 'HiddenEarring']",0x1c38e6
3241,9290,Female,Mid,"['Mohawk', 'PurpleLipstick']",0x0f4023
3242,6146,Male,Mid,"['Chinstrap', 'ClassicShades', 'Earring', 'PeakSpike']",0x185703
3243,8511,Male,Dark,"['ClownEyesBlue', 'MohawkDark']",0x0169a5
3244,7266,Male,Dark,"['ClownEyesGreen', 'Goat', 'WildHair']",0x005734
3245,7409,Male,Dark,"['Cigarette', 'Do-rag', 'VR']",0x7d4c4d
3246,2674,Female,Light,"['ClownHairGreen', 'Mole']",0x9e67D0
3247,9715,Female,Light,"['Earring', 'HotLipstick', 'MessyHair']",0xc9F565
3248,7621,Male,Mid,"['PeakSpike', 'Pipe']",0x71710e
3249,7216,Male,Light,"['Do-rag', 'Earring', 'Goat', 'NerdGlasses']",0x8Fc011
3250,4322,Male,Light,"['CrazyHair', 'HornedRimGlasses', 'Smile']",0x88A679
3251,1740,Female,Albino,"['Earring', 'WildBlonde']",0x88c500
3252,1611,Female,Mid,"['BlackLipstick', 'ClownEyesBlue', 'WildBlonde']",0xC2F87f
3253,2520,Female,Mid,"['DGlasses', 'PurpleLipstick', 'StraightHairDark']",0x3295df
3254,3097,Female,Dark,"['Cigarette', 'DarkHair', 'Earring', 'PurpleLipstick', 'HiddenEarring']",0xbb67D2
3255,5921,Male,Light,"['Earring', 'MohawkThin', 'Vape']",0xE54420
3256,1429,Male,Albino,['CowboyHat'],0x31a5Ff
3257,9826,Female,Light,"['BlackLipstick', 'Earring', 'StringyHair']",0x269616
3258,4681,Male,Mid,"['CapForward', 'Goat', 'NerdGlasses']",0xb0161d
3259,7971,Male,Light,"['MohawkThin', 'VR']",0xECa9C6
3260,9752,Male,Dark,"['Bandana', 'Earring', 'EyePatch']",0x9AE891
3261,7390,Male,Dark,"['Muttonchops', 'ShavedHead']",0x231d68
3262,4136,Male,Mid,"['ClownNose', 'FrumpyHair', 'Muttonchops', 'RegularShades']",0x571C51
3263,301,Female,Mid,"['BlackLipstick', 'OrangeSide']",0xD387A6
3264,8188,Female,Mid,"['BigShades', 'Cap', 'Earring']",0x052564
3265,6470,Male,Mid,"['DGlasses', 'MohawkThin']",0xFeEb2d
3266,9689,Female,Mid,"['BlackLipstick', 'Earring', 'MessyHair']",0xC6a820
3267,298,Female,Dark,"['BlackLipstick', 'Earring', 'OrangeSide', 'HiddenEarring']",0x6F4A2d
3268,7267,Male,Light,"['ClownEyesBlue', 'CrazyHair', 'Earring', 'Goat']",0x1E36A5
3269,3042,Female,Dark,"['ClownEyesBlue', 'DarkHair']",Opensea
3270,8206,Male,Mid,"['Cap', 'Earring', 'NerdGlasses']",0xC352B5
3271,587,Female,Light,"['GreenEyeShadow', 'Pigtails']",0x888227
3272,8284,Male,Dark,"['Mohawk', 'SmallShades']",0xB205Be
3273,6184,Male,Albino,"['Chinstrap', 'Cigarette', 'Headband']",0x70098A
3274,7453,Male,Light,"['ClownEyesBlue', 'Do-rag']",0xE83C75
3275,2933,Female,Mid,"['ClownEyesBlue', 'SilverChain', 'StringyHair']",0xff95C3
3276,4139,Male,Mid,"['ClownNose', 'PeakSpike']",0x8bEbdB
3277,3687,Female,Light,"['Earring', 'RegularShades', 'TassleHat', 'HiddenEarring']",0xBF8AfA
3278,8244,Female,Mid,"['Cap', 'Earring']",0xC352B5
3279,8287,Male,Mid,"['Mohawk', 'SmallShades']",0xf905BB
3280,3114,Male,Mid,"['Earring', 'MedicalMask', 'PurpleHair', 'HiddenEarring']",0x7f3560
3281,78,Male,Dark,"['Beanie', 'Earring', 'SmallShades']",0xEf768E
3282,6439,Male,Albino,"['Earring', 'LuxuriousBeard', 'MohawkDark']",0x26f744
3283,1061,Female,Light,"['ClownEyesGreen', 'FrumpyHair', 'PurpleLipstick', 'RosyCheeks']",0x26f744
3284,8789,Female,Light,"['BlackLipstick', 'Cigarette', 'CrazyHair', 'Earring']",0xdD9D84
3285,5102,Male,Albino,"['FrontBeardDark', 'KnittedCap']",0x2478C4
3286,7064,Male,Dark,"['MessyHair', 'NormalBeard']",0x54BE3a
3287,4504,Female,Light,['ClassicShades'],0x8Dbbca
3288,4342,Male,Mid,"['MohawkDark', 'Smile']",0xB47A70
3289,1700,Female,Dark,"['Earring', 'HotLipstick', 'Mole', 'WildBlonde']",0x26f744
3290,2395,Female,Dark,"['Earring', 'HotLipstick', 'RedMohawk']",0x3BE89b
3291,6954,Male,Light,"['BigShades', 'Cap', 'NormalBeard']",0x5CdA7e
3292,766,Male,Mid,"['Smile', 'TopHat']",0x44FAb5
3293,1312,Female,Mid,"['Earring', 'HotLipstick', 'NerdGlasses', 'WildWhiteHair', 'HiddenEarring']",0x052564
3294,1703,Female,Mid,"['Cigarette', 'Mole', 'StraightHairBlonde']",0x4084dF
3295,8421,Male,Dark,"['ClownEyesGreen', 'WildHair']",0xace34f
3296,3343,Male,Mid,"['Chinstrap', 'Cigarette', 'Earring', 'FrumpyHair', 'Mole', 'HiddenMole']",0xaEC988
3297,6615,Male,Mid,"['Mohawk', 'Mustache', 'SmallShades']",0x0DA0DF
3298,1781,Male,Light,"['BigBeard', 'EyePatch', 'Hoodie']",0x603114
3299,6862,Male,Dark,"['Earring', 'FrumpyHair', 'NormalBeardBlack']",0xa6e2e9
3300,7062,Male,Mid,"['HornedRimGlasses', 'MessyHair', 'NormalBeard']",0x51688C
3301,2322,Female,Mid,"['HalfShaved', 'HotLipstick', 'NerdGlasses']",0x7cd7A5
3302,6601,Male,Light,"['Bandana', 'HornedRimGlasses', 'Mustache', 'Pipe']",0x97c0DB
3303,1807,Male,Mid,"['BigBeard', 'ShavedHead']",0x98CFeA
3304,9291,Female,Mid,"['MohawkThin', 'PurpleLipstick']",0xC352B5
3305,5184,Male,Mid,"['FrontBeard', 'Frown', 'MessyHair', 'HiddenFrown']",0x8Ca89c
3306,7055,Male,Mid,"['Earring', 'NormalBeard', 'WildHair']",0x913645
3307,3,Male,Albino,[''],0x7224a1
3308,190,Female,Light,"['HotLipstick', 'PilotHelmet']",0x052564
3309,4827,Male,Dark,"['FrontBeard', 'Hoodie']",0xC272Ed
3310,5571,Male,Light,"['Handlebars', 'HornedRimGlasses', 'MohawkThin']",0x940fEC
3311,899,Female,Dark,"['Earring', 'PurpleLipstick', 'Spots', 'TassleHat', 'HiddenEarring']",0x7AF332
3312,9769,Male,Light,"['ClassicShades', 'StringyHair']",0x46B4fa
3313,4253,Male,Mid,"['DGlasses', 'CrazyHair', 'Smile']",0x6336FB
3314,5690,Female,Mid,"['BlueEyeShadow', 'WildHair']",0x1B90D1
3315,9812,Male,Dark,"['Cigarette', 'NerdGlasses', 'StringyHair']",0x24e267
3316,2609,Male,Light,"['ClownHairGreen', 'HornedRimGlasses', 'ShadowBeard']",0xb79cd7
3317,784,Male,Albino,"['FrontBeard', 'TopHat']",0x24c354
3318,3455,Female,Mid,"['FrumpyHair', 'GoldChain', 'RegularShades']",0x299937
3319,5894,Male,Mid,"['Headband', 'Vape']",0x3BE89b
3320,9375,Male,Mid,"['FrumpyHair', 'ShadowBeard']",0x55e149
3321,1697,Female,Light,"['BlackLipstick', 'StraightHairBlonde']",0x8Dbbca
3322,5062,Male,Mid,"['Bandana', 'FrontBeardDark', 'VR']",0xB47A70
3323,8265,Male,Dark,"['KnittedCap', 'SmallShades']",0x4eddDD
3324,1836,Male,Dark,"['BigBeard', 'CrazyHair', 'Earring']",0xaea8E3
3325,5929,Male,Mid,"['Mohawk', 'Vape']",0x303052
3326,2059,Male,Dark,"['Chinstrap', 'VampireHair']",0x0e6167
3327,8705,Male,Albino,"['Earring', 'Headband']",0xe16c0E
3328,561,Zombie,Zombie,"['Cigarette', 'MessyHair']",0x717403
3329,4547,Female,Light,"['ClownEyesGreen', 'Earring', 'Mole']",0xCE7A9F
3330,3770,Male,Dark,"['Fedora', 'Frown', 'RegularShades', 'ShadowBeard']",0x51636d
3331,8606,Male,Light,"['Cigarette', 'Earring', 'EyePatch', 'Headband']",0x11E13C
3332,2195,Female,Light,"['ClownEyesGreen', 'RedMohawk']",0xd5509E
3333,3664,Female,Dark,"['ClownEyesGreen', 'Earring', 'TassleHat', 'HiddenEarring']",0xA351a4
3334,3010,Female,Mid,"['DarkHair', 'GreenEyeShadow']",0x4074Bc
3335,3168,Male,Dark,"['LuxuriousBeard', 'PurpleHair']",0xB47A70
3336,5422,Female,Mid,"['HotLipstick', 'MessyHair', 'PurpleEyeShadow']",0x2A5380
3337,6505,Male,Albino,"['LuxuriousBeard', 'WildHair']",0x4680cb
3338,3096,Female,Mid,"['DarkHair', 'Mole']",0x0320E2
3339,9141,Male,Light,"['Earring', 'MohawkThin', 'ShadowBeard']",0x20EADf
3340,8825,Female,Mid,"['Cigarette', 'CrazyHair', 'Earring']",0x0A4EAF
3341,9693,Female,Light,"['HotLipstick', 'MessyHair', 'Mole']",0x2Ae826
3342,930,Male,Mid,"['Bandana', 'Earring', 'NormalBeard', 'Spots']",0x1888DF
3343,3690,Female,Mid,"['RegularShades', 'TassleHat']",0x2cc02b
3344,8814,Female,Mid,"['CrazyHair', 'PurpleLipstick']",0xf72CF7
3345,2977,Female,Light,"['DarkHair', 'GoldChain']",0x062C54
3346,9771,Male,Mid,"['ClassicShades', 'StringyHair']",0xbddAc3
3347,2444,Female,Mid,"['Earring', 'GoldChain', 'StraightHairDark', 'HiddenEarring']",0xAE7721
3348,9565,Female,Dark,"['HotLipstick', 'Mole', 'WildHair']",0xb89c2F
3349,7012,Male,Light,"['Earring', 'EyePatch', 'MohawkThin', 'NormalBeard']",0x36C217
3350,8937,Male,Mid,"['Cigarette', 'Earring', 'KnittedCap']",0x7A3960
3351,3629,Female,Dark,"['BigShades', 'TassleHat', 'Vape']",0x28c42D
3352,8976,Male,Dark,"['Earring', 'MohawkDark', 'RegularShades', 'ShadowBeard']",0x185703
3353,5957,Male,Dark,"['Do-rag', 'Earring', 'EyeMask', 'FrontBeard']",0x231d68
3354,2324,Female,Dark,"['Cigarette', 'HalfShaved', 'NerdGlasses']",0x6F4A2d
3355,8871,Male,Light,"['KnittedCap', 'ShadowBeard']",0x3Ff68E
3356,8876,Female,Dark,"['KnittedCap', 'RegularShades']",0x384BFb
3357,7446,Male,Mid,"['ClownEyesGreen', 'Earring', 'ShavedHead']",0x830cc1
3358,8648,Female,Mid,"['BigShades', 'Earring', 'Headband', 'HotLipstick']",0x28c42D
3359,7692,Male,Dark,"['KnittedCap', 'Muttonchops']",0x384BFb
3360,1171,Female,Dark,"['BigShades', 'BlondeShort', 'HotLipstick', 'Mole']",0xfBeC67
3361,3369,Female,Mid,"['BlackLipstick', 'Cigarette', 'Earring', 'NerdGlasses', 'StringyHair']",0x8F217D
3362,1060,Male,Light,"['Bandana', 'RosyCheeks', 'SmallShades']",0x8F6b1e
3363,823,Male,Mid,"['Pipe', 'TopHat']",0x717403
3364,8382,Female,Mid,"['ClownEyesGreen', 'Mohawk', 'PurpleLipstick']",0x076d14
3365,4361,Male,Dark,"['ShadowBeard', 'Smile', 'WildHair']",Opensea
3366,2647,Female,Dark,"['NerdGlasses', 'PurpleLipstick', 'StraightHairDark']",0x74857f
3367,8708,Female,Light,"['Earring', 'Headband']",0xa8aaA1
3368,2867,Male,Dark,"['Fedora', 'Mole', 'SilverChain']",0x06dc1e
3369,6549,Male,Mid,"['LuxuriousBeard', 'StringyHair']",0x9e67D0
3370,3238,Male,Dark,"['Earring', 'PurpleHair', 'ShadowBeard', 'HiddenEarring']",0x99c63B
3371,1666,Female,Dark,"['HornedRimGlasses', 'HotLipstick', 'StraightHairBlonde']",0xC52650
3372,6796,Male,Mid,"['Earring', 'Headband', 'NerdGlasses', 'NormalBeardBlack']",0xC352B5
3373,4027,Male,Light,"['PoliceCap', 'SmallShades']",0x78f026
3374,6859,Male,Mid,"['ClassicShades', 'FrumpyHair', 'NormalBeardBlack']",0xC52650
3375,4666,Male,Mid,"['BigShades', 'CapForward', 'Earring', 'NormalBeard']",0x4084dF
3376,8501,Female,Dark,"['BlackLipstick', 'ClownEyesBlue', 'Earring', 'MohawkDark']",0x94de7E
3377,2785,Female,Mid,"['ClownEyesGreen', 'Earring', 'StraightHair', 'HiddenEarring']",0xDde8DF
3378,5621,Male,Mid,"['Bandana', 'Earring', 'Handlebars']",0x4d26D1
3379,5591,Male,Mid,"['Handlebars', 'Mole', 'NerdGlasses', 'WildHair']",0x2503E9
3380,6588,Male,Albino,"['ClassicShades', 'Mustache', 'PeakSpike']",0x065B4b
3381,2939,Male,Light,"['KnittedCap', 'SilverChain']",0xC6a820
3382,4162,Male,Light,"['ClownNose', 'MohawkDark', 'NerdGlasses']",0x792B37
3383,3505,Male,Light,"['Handlebars', 'MedicalMask', 'StringyHair', 'HiddenHandlebars']",0xE75021
3384,1887,Male,Light,"['HornedRimGlasses', 'SilverChain', 'VampireHair']",0xb70c1a
3385,3676,Female,Dark,"['EyePatch', 'TassleHat']",0x123Be9
3386,9402,Female,Dark,"['BigShades', 'FrumpyHair']",0x3f072a
3387,4059,Male,Dark,"['BigShades', 'PoliceCap']",0xA99A76
3388,9708,Female,Mid,"['Earring', 'MessyHair', 'PurpleLipstick']",0x3295df
3389,7886,Male,Light,"['FrumpyHair', 'Mole', 'Pipe']",0x996666
3390,5602,Male,Light,"['Handlebars', 'HornedRimGlasses', 'MessyHair']",0x051e08
3391,7387,Male,Albino,"['Muttonchops', 'ShavedHead']",0x3BE89b
3392,3849,Male,Dark,"['Earring', 'Fedora', 'NerdGlasses', 'Pipe']",0x7d4c4d
3393,506,Zombie,Zombie,"['CrazyHair', 'Frown']",0x04Ae2f
3394,8645,Female,Light,"['Headband', 'HornedRimGlasses', 'HotLipstick', 'Mole']",0x3f1724
3395,4142,Male,Albino,"['BigShades', 'Cap', 'ClownNose', 'Mole']",0xEE8dBE
3396,6619,Male,Albino,"['ClownEyesGreen', 'Mustache', 'WildHair']",0x4084dF
3397,5402,Female,Mid,"['FrumpyHair', 'PurpleEyeShadow', 'PurpleLipstick']",0x374Bd1
3398,7626,Male,Light,"['Mohawk', 'Muttonchops', 'VR']",0x4084dF
3399,2353,Female,Mid,"['BlackLipstick', 'HalfShaved']",0xc983B3
3400,1075,Male,Dark,"['MohawkThin', 'RosyCheeks']",0x51688C
3401,1572,Female,Dark,"['Earring', 'EyeMask', 'WildBlonde', 'HiddenEarring']",0xC5FaF1
3402,953,Female,Light,"['HornedRimGlasses', 'KnittedCap', 'PurpleLipstick', 'Spots']",0x6301Ad
3403,9594,Male,Mid,"['Earring', 'WildHair']",0xe67521
3404,5151,Male,Dark,"['FrontBeardDark', 'MessyHair']",0x79ECd6
3405,8809,Female,Albino,"['CrazyHair', 'PurpleLipstick']",0x4084dF
3406,4339,Male,Mid,"['BigShades', 'MohawkDark', 'Mole', 'Smile']",0x37FfBB
3407,4439,Male,Light,"['Mustache', 'RegularShades']",0x78f026
3408,5928,Female,Mid,"['MohawkThin', 'Vape']",0x7Cfa31
3409,2101,Female,Dark,"['Earring', 'EyeMask', 'PurpleLipstick', 'RedMohawk', 'HiddenEarring']",0x068315
3410,8635,Male,Light,"['Headband', 'ShadowBeard']",0x2cc123
3411,4355,Male,Mid,"['MohawkThin', 'Smile']",0x3BE89b
3412,8086,Female,Albino,['WildHair'],0x4084dF
3413,8424,Female,Mid,"['ClownEyesGreen', 'WildHair']",0xC6Ef4A
3414,9749,Female,Light,"['Bandana', 'EyePatch', 'PurpleLipstick']",0x33F848
3415,4274,Male,Light,"['Do-rag', 'EyePatch', 'Smile']",0x00B278
3416,3191,Male,Light,"['EyeMask', 'PurpleHair']",0x98D365
3417,9536,Female,Dark,"['BigShades', 'WildHair']",0xd4b9AE
3418,8527,Female,Mid,"['Cigarette', 'ClownEyesBlue', 'Mohawk']",0xB88F61
3419,2942,Male,Mid,"['MohawkDark', 'NerdGlasses', 'SilverChain']",0x158b0a
3420,9009,Female,Light,"['HornedRimGlasses', 'MohawkDark']",0x269616
3421,9889,Male,Dark,"['Bandana', 'HornedRimGlasses', 'ShadowBeard']",0x8cf4f1
3422,7845,Male,Dark,"['Headband', 'NerdGlasses', 'Pipe']",0xa86Fd3
3423,363,Male,Mid,"['BuckTeeth', 'Do-rag', 'Earring', 'Goat']",0xCffC33
3424,1714,Female,Light,"['Earring', 'PurpleLipstick', 'StraightHairBlonde', 'HiddenEarring']",0x4084dF
3425,9566,Male,Dark,"['Cigarette', 'Earring', 'Mole', 'WildHair']",0x283d4f
3426,8323,Male,Mid,"['Bandana', 'Earring', 'SmallShades']",0x8fA20d
3427,1658,Female,Mid,"['BigShades', 'BlackLipstick', 'StraightHairBlonde']",0x4084dF
3428,7335,Male,Dark,"['Goat', 'Mole', 'WildHair']",0x6FeeeA
3429,7997,Male,Mid,"['Cigarette', 'MessyHair', 'VR']",0x285ce8
3430,2824,Female,Dark,"['BigShades', 'StraightHair']",0xDde8DF
3431,1948,Female,Dark,"['HotLipstick', 'PurpleEyeShadow', 'RedMohawk']",0xC6a820
3432,1488,Female,Dark,"['GoldChain', 'StraightHairBlonde']",0xeCa244
3433,7749,Male,Dark,"['EyePatch', 'PeakSpike', 'ShadowBeard']",0xad4F67
3434,3834,Male,Light,"['Earring', 'Fedora', 'Goat', 'NerdGlasses']",0x6301Ad
3435,8693,Female,Dark,"['Headband', 'PurpleLipstick']",0x0Ed1E0
3436,8997,Female,Light,"['BigShades', 'HotLipstick', 'MohawkDark']",0x0f4023
3437,664,Female,Dark,"['ClownEyesBlue', 'Earring', 'Mole', 'PinkWithHat', 'PurpleLipstick', 'HiddenEarring']",0x577eBC
3438,3325,Male,Light,"['ClassicShades', 'Earring', 'Frown', 'FrumpyHair', 'ShadowBeard']",0x0c2E9A
3439,4596,Male,Light,"['CapForward', 'Earring', 'Frown']",0xB88F61
3440,5971,Male,Light,"['Do-rag', 'FrontBeard', 'HornedRimGlasses']",0x4bbb41
3441,2069,Female,Albino,"['DGlasses', 'Earring', 'HalfShaved', 'HotLipstick', 'HiddenEarring']",0xf4b4A5
3442,8242,Female,Light,"['Cap', 'Earring']",0x374Bd1
3443,10,Alien,Alien,"['CowboyHat', 'Earring']",0x8884F2
3444,4221,Male,Light,"['CapForward', 'Earring', 'Smile']",0x8F6b1e
3445,9129,Male,Light,"['MohawkThin', 'NerdGlasses', 'ShadowBeard']",0xc22E7D
3446,5467,Male,Dark,"['EyePatch', 'Handlebars', 'ShavedHead']",0x284660
3447,915,Male,Mid,"['ClassicShades', 'Hoodie', 'Spots']",0xdD9D84
3448,8174,Male,Dark,"['Cap', 'Earring', 'RegularShades']",0xa22724
3449,7065,Male,Light,"['MessyHair', 'NormalBeard']",0x08195c
3450,5657,Female,Light,"['BlueEyeShadow', 'MohawkDark']",0x8abFcA
3451,3023,Female,Mid,"['DarkHair', 'VR']",0xB47A70
3452,8850,Male,Dark,"['ClassicShades', 'KnittedCap', 'ShadowBeard']",0xC1894e
3453,4557,Female,Dark,"['EyePatch', 'HotLipstick']",0xddA77c
3454,5509,Male,Light,"['Cap', 'EyePatch', 'Handlebars']",0x78f026
3455,9130,Male,Albino,"['Mohawk', 'Mole', 'ShadowBeard']",0x6301Ad
3456,952,Male,Mid,"['CrazyHair', 'Spots']",0x758353
3457,1709,Female,Albino,"['Earring', 'PurpleLipstick', 'WildBlonde']",0x415424
3458,9111,Male,Dark,"['ClassicShades', 'Mohawk']",0xA04BA1
3459,9885,Male,Mid,"['Bandana', 'ClassicShades', 'Earring']",0x7AD349
3460,5210,Male,Mid,"['EyeMask', 'Frown', 'FrumpyHair', 'ShadowBeard']",0x806388
3461,6307,Male,Albino,"['ClassicShades', 'Do-rag', 'LuxuriousBeard']",0x6F4A2d
3462,4581,Male,Light,"['Cigarette', 'Earring']",0x6F4A2d
3463,3769,Male,Albino,"['Fedora', 'Frown', 'Vape']",0xCD2E96
3464,2818,Female,Light,"['BigShades', 'HotLipstick', 'StraightHair']",0xe8723d
3465,2819,Female,Mid,"['BigShades', 'HotLipstick', 'StraightHair']",0xe8723d
3466,4932,Male,Light,"['Hoodie', 'VR']",0xFAf9f6
3467,8626,Male,Light,"['BigShades', 'Headband', 'ShadowBeard']",0x077777
3468,1258,Female,Light,"['DGlasses', 'BlackLipstick', 'Cigarette', 'WildWhiteHair']",0xfE155f
3469,4041,Male,Albino,"['Earring', 'PoliceCap', 'RegularShades', 'ShadowBeard']",0xFba169
3470,1997,Female,Dark,"['BlondeBob', 'BlueEyeShadow']",0x1B90D1
3471,2874,Female,Light,"['ClownNose', 'CrazyHair', 'SilverChain']",0xf1670f
3472,6641,Male,Dark,"['CrazyHair', 'Earring', 'Mustache']",0xEb5889
3473,5078,Male,Dark,"['FrontBeardDark', 'Headband', 'RegularShades']",0x020Cf2
3474,8958,Male,Mid,"['EyePatch', 'MohawkDark']",0xb363CF
3475,1786,Male,Mid,"['BigBeard', 'Hoodie']",0x4084dF
3476,2678,Female,Light,"['Cigarette', 'PurpleLipstick', 'StraightHairDark']",0xDde8DF
3477,8338,Male,Light,"['ClownEyesGreen', 'CrazyHair', 'ShadowBeard']",0xa6e2e9
3478,9200,Male,Dark,"['BigShades', 'MohawkThin']",0x2e2E26
3479,716,Female,Dark,"['ClassicShades', 'PinkWithHat']",0x062C54
3480,2135,Female,Dark,"['HalfShaved', 'Pipe']",0xD79b93
3481,3039,Female,Mid,"['ClownEyesBlue', 'DarkHair', 'HotLipstick']",0xDde8DF
3482,5534,Male,Dark,"['Earring', 'Handlebars', 'Headband']",0xad4F67
3483,2136,Female,Dark,"['BlondeBob', 'Pipe']",0x37AD75
3484,7293,Male,Mid,"['Cigarette', 'Earring', 'Goat', 'KnittedCap']",0xa6e2e9
3485,7258,Male,Dark,"['Cap', 'Goat']",0x51688C
3486,8181,Female,Mid,"['Cap', 'HornedRimGlasses', 'HotLipstick']",0x51688C
3487,9983,Female,Mid,"['Bandana', 'HotLipstick']",0x51688C
3488,2298,Female,Mid,"['BigShades', 'Earring', 'RedMohawk']",0x4084dF
3489,562,Zombie,Zombie,"['EyePatch', 'StringyHair']",0x50dd57
3490,1240,Female,Mid,"['BlueEyeShadow', 'Earring', 'HotLipstick', 'WildWhiteHair', 'HiddenEarring']",0x50664e
3491,3346,Male,Light,"['Cigarette', 'CrazyHair', 'Earring', 'Mole', 'Mustache']",0xe1D29d
3492,9572,Female,Mid,"['Mole', 'WildHair']",0x561786
3493,531,Zombie,Zombie,"['PeakSpike', 'ShadowBeard']",0x000000
3494,2214,Female,Dark,"['BlondeBob', 'ClownEyesBlue', 'Earring', 'HiddenEarring']",0x3BE89b
3495,5867,Male,Mid,"['FrumpyHair', 'Muttonchops', 'Vape']",0x2cc123
3496,3262,Male,Mid,"['Cigarette', 'PurpleHair']",0xC924F3
3497,9729,Male,Mid,"['Cigarette', 'MessyHair']",0x1A1DD4
3498,9004,Female,Dark,"['HornedRimGlasses', 'MohawkDark']",0xD7e077
3499,9518,Male,Dark,"['Earring', 'RegularShades', 'WildHair']",0x4a8B9E
3500,7983,Male,Light,"['FrumpyHair', 'VR']",0xDf4C62
3501,8321,Male,Albino,"['Bandana', 'SmallShades']",0xa3a454
3502,9440,Female,Dark,"['FrumpyHair', 'Mole']",0xe85740
3503,156,Female,Light,"['Earring', 'PilotHelmet', 'Pipe', 'HiddenEarring']",0x062C54
3504,6232,Male,Mid,"['Chinstrap', 'Earring', 'RegularShades', 'WildHair']",0x573555
3505,838,Male,Dark,"['NerdGlasses', 'ShadowBeard', 'TopHat']",0xa25803
3506,7932,Male,Dark,"['Earring', 'Headband', 'ShadowBeard', 'VR']",0x3FC175
3507,5457,Male,Dark,"['DGlasses', 'Do-rag', 'Handlebars']",0xf3016B
3508,7265,Male,Light,"['Cigarette', 'ClownEyesGreen', 'FrumpyHair', 'Goat']",0xa38920
3509,9096,Male,Dark,"['ClassicShades', 'Mohawk', 'ShadowBeard']",0xE30161
