Punk_id,Rarity,Genre,Skin,Traits,Owned_by
0,2023,Female,Mid,"['BlondeBob', 'Earring', 'GreenEyeShadow', 'HiddenEarring']",0xE08c32
1,4352,Male,Dark,"['Mohawk', 'Smile']",0xB88F61
2,8090,Female,Light,['WildHair'],0x897aEA
3,7896,Male,Dark,"['NerdGlasses', 'Pipe', 'WildHair']",0xC352B5
4,7332,Male,Mid,"['BigShades', 'Earring', 'Goat', 'WildHair']",0xC352B5
5,1960,Female,Mid,"['Earring', 'HalfShaved', 'PurpleEyeShadow', 'HiddenEarring']",Opensea
6,7425,Male,Mid,['Do-rag'],0xC352B5
7,866,Female,Mid,"['ClownEyesBlue', 'Spots', 'WildWhiteHair']",0xC352B5
8,6530,Male,Dark,"['LuxuriousBeard', 'MessyHair']",0xC352B5
9,1761,Male,Mid,"['BigBeard', 'ClownNose', 'PoliceCap']",0xC352B5
10,5668,Female,Dark,"['BlueEyeShadow', 'Mohawk']",0xC352B5
11,2565,Female,Mid,"['BlackLipstick', 'ClownEyesGreen', 'StraightHairDark']",0xC352B5
12,1201,Female,Dark,"['BlondeShort', 'PurpleLipstick']",0xC352B5
13,1657,Female,Light,"['BigShades', 'BlackLipstick', 'StraightHairBlonde']",0xC352B5
14,155,Female,Dark,"['HotLipstick', 'PilotHelmet', 'Pipe']",0x7C00c9
15,6494,Male,Albino,"['LuxuriousBeard', 'RegularShades', 'WildHair']",0xC352B5
16,8315,Male,Mid,"['Earring', 'SmallShades', 'StringyHair']",0xC352B5
17,5303,Male,Light,"['Frown', 'Mohawk']",0xC352B5
18,4458,Male,Mid,"['EyeMask', 'Muttonchops']",0xC352B5
19,9915,Female,Dark,"['Bandana', 'HornedRimGlasses', 'HotLipstick']",0xC352B5
20,8045,Male,Light,['CrazyHair'],0xC352B5
21,9607,Male,Light,"['ClassicShades', 'Earring', 'MessyHair']",0xC352B5
22,183,Female,Dark,"['PilotHelmet', 'PurpleLipstick']",0xC352B5
23,5480,Male,Light,"['Do-rag', 'Earring', 'Handlebars']",0xC352B5
24,4341,Male,Light,"['MohawkDark', 'Smile']",0xC352B5
25,1268,Female,Dark,['WildWhiteHair'],0xC352B5
26,3027,Female,Mid,['DarkHair'],0xC352B5
27,7831,Male,Light,"['Earring', 'PeakSpike']",0xC352B5
28,8763,Male,Dark,"['BigShades', 'CrazyHair']",0xC352B5
29,2297,Female,Mid,"['Earring', 'HalfShaved', 'HornedRimGlasses', 'HiddenEarring']",0xC352B5
30,6777,Male,Dark,"['Cap', 'NormalBeardBlack']",0x897aEA
31,8104,Female,Dark,['StringyHair'],0xC352B5
32,4393,Male,Light,"['Frown', 'VR']",0xd6a984
33,7635,Male,Light,['PeakSpike'],0x6611fE
34,9448,Female,Light,"['FrumpyHair', 'PurpleLipstick']",0xC352B5
35,3351,Male,Dark,"['Cigarette', 'Earring', 'HornedRimGlasses', 'NormalBeard', 'PeakSpike']",0xC352B5
36,2165,Female,Mid,['RedMohawk'],0xC352B5
37,8136,Female,Dark,"['Cap', 'ClownEyesBlue']",0xC352B5
38,9353,Female,Light,"['ClassicShades', 'FrumpyHair', 'PurpleLipstick']",0xC352B5
39,5226,Male,Light,"['Frown', 'RegularShades', 'ShavedHead']",Opensea
40,4247,Male,Light,"['Bandana', 'Chinstrap', 'Smile']",0xC352B5
41,7666,Male,Dark,"['ClownEyesGreen', 'Muttonchops', 'WildHair']",0xC352B5
42,9586,Female,Dark,"['Cigarette', 'WildHair']",0xC352B5
43,2166,Female,Mid,['HalfShaved'],0xC352B5
44,8099,Male,Light,['MessyHair'],0xC352B5
45,4576,Male,Mid,"['Earring', 'Mole']",0xC352B5
46,2684,Female,Mid,"['PurpleLipstick', 'StraightHairDark']",0xC352B5
47,8051,Male,Dark,['KnittedCap'],0xC352B5
48,9206,Male,Light,"['BigShades', 'Mohawk']",0xC352B5
49,5447,Female,Dark,"['Bandana', 'PurpleEyeShadow']",Opensea
50,902,Male,Mid,"['Fedora', 'Spots']",0xC352B5
51,7731,Male,Mid,"['Earring', 'Muttonchops', 'WildHair']",Opensea
52,8864,Male,Dark,"['Earring', 'KnittedCap', 'NerdGlasses', 'ShadowBeard']",0xC352B5
53,2825,Female,Light,"['BigShades', 'StraightHair']",0xe20388
54,4934,Male,Dark,['Hoodie'],0xC352B5
55,4502,Male,Light,['EyePatch'],0xC352B5
56,7421,Male,Dark,['ShavedHead'],0xC352B5
57,8037,Male,Light,['Headband'],0xC352B5
58,4876,Male,Mid,"['Hoodie', 'NormalBeardBlack']",0x897aEA
59,1420,Male,Albino,"['CowboyHat', 'Muttonchops']",0xC352B5
60,9849,Female,Light,"['PurpleLipstick', 'StringyHair']",Opensea
61,3026,Female,Light,['DarkHair'],0xC352B5
62,8506,Female,Dark,"['ClownEyesBlue', 'Earring', 'HotLipstick', 'MohawkDark']",0xC352B5
63,7434,Male,Dark,"['Earring', 'ShavedHead', 'SmallShades']",Opensea
64,1719,Female,Mid,"['PurpleLipstick', 'StraightHairBlonde']",0xC352B5
65,7127,Female,Mid,"['EyeMask', 'Headband']",0xC352B5
66,3656,Female,Dark,['TassleHat'],0xC352B5
67,2067,Female,Dark,"['DGlasses', 'HalfShaved', 'PurpleLipstick']",0xC352B5
68,7570,Male,Dark,"['Do-rag', 'NerdGlasses']",Opensea
69,3818,Male,Mid,"['Fedora', 'NormalBeardBlack']",Opensea
70,8742,Female,Mid,"['Cigarette', 'CrazyHair', 'Earring', 'RegularShades']",0xC352B5
71,2011,Female,Light,"['GreenEyeShadow', 'HalfShaved', 'PurpleLipstick']",0xC352B5
72,3825,Male,Dark,"['Earring', 'Fedora', 'NerdGlasses', 'NormalBeard']",0xC352B5
73,9952,Female,Mid,"['Bandana', 'BlackLipstick', 'Earring']",0xC352B5
74,8981,Male,Dark,"['Earring', 'MohawkDark', 'ShadowBeard']",Opensea
75,8839,Male,Light,"['EyePatch', 'KnittedCap', 'ShadowBeard']",0xC352B5
76,7590,Male,Light,"['Cigarette', 'Do-rag']",0xC352B5
77,5613,Male,Dark,"['Handlebars', 'StringyHair']",0xC352B5
78,5546,Male,Mid,"['EyePatch', 'Handlebars', 'KnittedCap']",Opensea
79,7010,Male,Dark,"['MohawkDark', 'NormalBeard']",Opensea
80,6696,Male,Albino,"['Mustache', 'WildHair']",0xC352B5
81,8251,Male,Light,"['Headband', 'SmallShades']",0xC352B5
82,8033,Male,Albino,['Headband'],0xC352B5
83,5861,Male,Light,"['ShavedHead', 'SmallShades', 'Vape']",0xC352B5
84,9656,Male,Light,"['BigShades', 'Earring', 'MessyHair']",Opensea
85,8042,Female,Dark,['CrazyHair'],0xC352B5
86,5751,Female,Dark,"['Earring', 'GreenEyeShadow', 'HotLipstick', 'KnittedCap']",0xC352B5
87,4998,Male,Light,"['Earring', 'Hoodie', 'HiddenEarring']",0xC352B5
88,8231,Female,Light,"['Cap', 'HotLipstick']",0xC352B5
89,125,Female,Dark,['Choker'],0x78f026
90,4954,Male,Mid,"['EyePatch', 'Hoodie']",0xC352B5
91,2730,Female,Light,"['ClownNose', 'StraightHair']",0xC352B5
92,729,Female,Light,"['NerdGlasses', 'PinkWithHat', 'PurpleLipstick']",0xC352B5
93,8114,Female,Light,['Bandana'],0xC352B5
94,720,Female,Dark,"['Earring', 'PinkWithHat', 'RegularShades', 'HiddenEarring']",0xC352B5
95,9339,Male,Mid,"['Earring', 'Mohawk']",Opensea
96,2161,Female,Light,['BlondeBob'],0xC352B5
97,8093,Male,Mid,['WildHair'],0xC352B5
98,436,Female,Light,"['BlackLipstick', 'DarkHair', 'WeldingGoggles']",0xC352B5
99,4997,Male,Mid,"['Cigarette', 'Hoodie']",0xC352B5
100,3658,Female,Mid,['TassleHat'],0xC352B5
101,4069,Male,Mid,"['NerdGlasses', 'PoliceCap']",0xC352B5
102,2078,Male,Mid,"['LuxuriousBeard', 'VampireHair']",0xB88F61
103,2005,Female,Dark,"['BlackLipstick', 'BlondeBob', 'GreenEyeShadow']",0x89621B
104,6805,Male,Dark,"['CrazyHair', 'Earring', 'EyePatch', 'NormalBeardBlack']",0xC352B5
105,8074,Male,Light,['MohawkThin'],0xC352B5
106,1589,Female,Light,['StraightHairBlonde'],0xC352B5
107,8039,Male,Mid,['Headband'],0xC352B5
108,8682,Female,Light,"['BlackLipstick', 'Headband']",0xd0C877
109,3778,Male,Dark,"['Earring', 'Fedora', 'Handlebars']",0xeEE5Eb
110,9046,Female,Dark,"['Cigarette', 'Earring', 'MohawkDark', 'PurpleLipstick']",0xC352B5
111,5551,Male,Dark,"['Handlebars', 'KnittedCap']",0x2Debdf
112,1877,Male,Mid,"['Bandana', 'BigBeard', 'Earring', 'HornedRimGlasses']",0xC352B5
113,8066,Male,Albino,['Mohawk'],0xC352B5
114,2158,Female,Dark,['RedMohawk'],0xC352B5
115,2421,Female,Dark,"['Earring', 'HalfShaved', 'HiddenEarring']",0xC352B5
116,220,Female,Dark,"['BlackLipstick', 'ClownEyesBlue', 'Earring', 'Tiara']",0x9Ef55a
117,504,Zombie,Zombie,"['FrontBeardDark', 'MessyHair']",0xC352B5
118,9954,Female,Light,"['Bandana', 'BlackLipstick']",0x9179de
119,8245,Male,Mid,"['Cap', 'Earring']",0xB88F61
120,3703,Female,Mid,"['BigShades', 'TassleHat']",0xC352B5
121,243,Female,Light,"['PurpleLipstick', 'Tiara']",0xC352B5
122,9323,Male,Light,"['Cigarette', 'Mohawk']",0x78e96B
123,868,Female,Mid,"['Spots', 'WildWhiteHair']",0xC352B5
124,6760,Male,Mid,"['Earring', 'NormalBeardBlack', 'PeakSpike']",0xEDd776
125,3693,Female,Light,"['BigShades', 'PurpleLipstick', 'TassleHat']",0xC352B5
126,8605,Male,Albino,"['Cigarette', 'Earring', 'EyePatch', 'Headband']",0xC352B5
127,8453,Female,Mid,"['ClownEyesGreen', 'StringyHair']",0x4d8E16
128,3938,Male,Light,"['Chinstrap', 'Mole', 'PoliceCap', 'Vape', 'HiddenMole']",0xC352B5
129,3389,Male,Light,"['CapForward', 'Cigarette', 'GoldChain', 'HornedRimGlasses']",0xC352B5
130,8075,Male,Light,['Mohawk'],0xC352B5
131,2694,Female,Mid,"['HotLipstick', 'StraightHairDark']",0xC352B5
132,8070,Male,Dark,['MohawkThin'],0xC352B5
133,3149,Male,Albino,"['Chinstrap', 'Pipe', 'PurpleHair']",0xC352B5
134,4021,Male,Mid,['PoliceCap'],0xC352B5
135,4708,Male,Light,['CapForward'],0xC352B5
136,7444,Male,Dark,"['ClownEyesGreen', 'ShadowBeard', 'ShavedHead']",0xB88F61
137,8097,Male,Dark,['MessyHair'],0xC352B5
138,9806,Male,Light,"['HornedRimGlasses', 'StringyHair']",0xD049b3
139,7470,Male,Mid,"['Do-rag', 'EyePatch']",0x7C0830
140,4532,Female,Dark,['HotLipstick'],0xC352B5
141,6115,Male,Dark,"['DGlasses', 'Chinstrap', 'Headband']",0x78E6Fe
142,9168,Male,Light,"['Mohawk', 'RegularShades']",0xB88F61
143,91,Male,Light,"['Beanie', 'HornedRimGlasses']",0x9Cb8C1
144,6479,Male,Dark,"['Cigarette', 'FrumpyHair', 'LuxuriousBeard']",0xB88F61
145,8091,Male,Light,['WildHair'],0xC352B5
146,9335,Male,Light,"['Earring', 'Mohawk']",0xB88F61
147,9158,Male,Albino,"['MohawkThin', 'RegularShades']",0xB88F61
148,4935,Male,Mid,['Hoodie'],0xC352B5
149,6522,Male,Light,"['BigShades', 'LuxuriousBeard', 'MessyHair']",0xB88F61
150,4578,Female,Mid,"['Earring', 'PurpleLipstick']",0xFeEb2d
151,8015,Male,Mid,"['StringyHair', 'VR']",0xB88F61
152,8371,Male,Light,"['ClownEyesGreen', 'MohawkDark']",0xB88F61
153,7120,Male,Mid,"['Cap', 'Earring', 'EyeMask']",0xB88F61
154,4969,Male,Dark,"['Earring', 'Hoodie', 'ShadowBeard', 'HiddenEarring']",0xC352B5
155,2455,Male,Dark,"['ClownHairGreen', 'ClownNose']",0xca5E7f
156,4715,Male,Dark,"['CapForward', 'SmallShades']",0xB88F61
157,8237,Male,Mid,"['Cap', 'Cigarette']",0xB88F61
158,7330,Male,Light,"['Goat', 'RegularShades', 'WildHair']",0xB88F61
159,9873,Male,Light,"['Earring', 'StringyHair']",0xB88F61
160,612,Female,Mid,"['ClownEyesBlue', 'Pigtails', 'PurpleLipstick']",0x565496
161,9452,Female,Dark,"['FrumpyHair', 'HotLipstick']",0x88bC3E
162,6860,Male,Mid,"['FrumpyHair', 'HornedRimGlasses', 'NormalBeardBlack']",0xB88F61
163,7466,Male,Dark,"['EyePatch', 'ShavedHead']",0xB88F61
164,8014,Female,Mid,"['StringyHair', 'VR']",0xC352B5
165,5111,Male,Mid,"['Cigarette', 'FrontBeardDark', 'MohawkDark']",0xB88F61
166,7528,Male,Dark,"['RegularShades', 'ShavedHead']",0xB88F61
167,8698,Female,Mid,"['Headband', 'HotLipstick']",0x4d8E16
168,1880,Female,Light,"['BlondeBob', 'BlueEyeShadow', 'SilverChain']",0x78f026
169,1299,Female,Mid,"['HotLipstick', 'RegularShades', 'WildWhiteHair']",0xcfc505
170,7775,Male,Light,"['ClassicShades', 'Mole', 'PeakSpike']",0xB88F61
171,9837,Male,Mid,"['Earring', 'Mole', 'StringyHair']",0xB88F61
172,2068,Female,Mid,"['DGlasses', 'BlondeBob', 'PurpleLipstick']",0xC352B5
173,3360,Female,Dark,"['ClownEyesBlue', 'HotLipstick', 'MessyHair', 'Mole', 'Pipe']",0x88BBEE
174,9534,Male,Dark,"['Earring', 'HornedRimGlasses', 'WildHair']",0xB88F61
175,8197,Male,Mid,"['BigShades', 'Cap']",0xB88F61
176,9512,Female,Dark,"['Earring', 'PurpleLipstick', 'RegularShades', 'WildHair', 'HiddenEarring']",0xC352B5
177,6561,Male,Dark,"['Bandana', 'LuxuriousBeard']",0xB88F61
178,3855,Male,Mid,['Fedora'],0xC352B5
179,9095,Male,Albino,"['ClassicShades', 'MohawkThin', 'ShadowBeard']",0xB88F61
180,189,Female,Dark,"['HotLipstick', 'PilotHelmet']",0xFeEb2d
181,8071,Male,Dark,['Mohawk'],0xC352B5
182,7633,Male,Albino,['PeakSpike'],0xC352B5
183,4507,Male,Light,['ShadowBeard'],0xC352B5
184,2025,Female,Dark,"['BlondeBob', 'GreenEyeShadow']",0xC352B5
185,1334,Female,Light,"['HotLipstick', 'WildWhiteHair']",0xC352B5
186,6642,Male,Dark,"['CrazyHair', 'Mustache']",0x06e13b
187,2777,Female,Light,['StraightHair'],0xC352B5
188,7815,Male,Dark,"['Earring', 'NerdGlasses', 'PeakSpike']",0xB88F61
189,9288,Female,Light,"['MohawkThin', 'PurpleLipstick']",0x4d8E16
190,8035,Male,Dark,['Headband'],0xC352B5
191,8068,Female,Dark,['Mohawk'],0xC352B5
192,4170,Male,Mid,"['ClownNose', 'Earring', 'MohawkThin', 'NerdGlasses']",0x4d8E16
193,3623,Female,Light,"['Earring', 'GreenEyeShadow', 'TassleHat', 'HiddenEarring']",0x4d8E16
194,8423,Male,Light,"['ClownEyesGreen', 'WildHair']",0xB88F61
195,1687,Female,Light,"['NerdGlasses', 'StraightHairBlonde']",0xC06dBD
196,3695,Female,Light,"['BigShades', 'HotLipstick', 'TassleHat']",0xC352B5
197,9348,Male,Dark,"['EyePatch', 'FrumpyHair']",0x5Bf18d
198,68,Male,Mid,"['Beanie', 'LuxuriousBeard']",0xC352B5
199,1161,Female,Light,"['BlondeShort', 'ClassicShades']",0xC352B5
200,8088,Female,Dark,['WildHair'],0xC352B5
201,2996,Female,Mid,"['BlueEyeShadow', 'Cigarette', 'DarkHair', 'HotLipstick']",0x4d8E16
202,8691,Female,Light,"['Earring', 'Headband', 'PurpleLipstick']",0x4d8E16
203,6082,Male,Light,"['FrontBeard', 'MessyHair', 'RegularShades']",0xAB6cA2
204,8749,Male,Mid,"['CrazyHair', 'RegularShades']",0xeAB37B
205,6829,Male,Mid,"['BigShades', 'MohawkDark', 'NormalBeardBlack']",0xAE7721
206,4087,Male,Light,"['CapForward', 'Cigarette', 'ClownNose']",0x4d8E16
207,7616,Male,Light,"['EyePatch', 'PeakSpike', 'Pipe']",0x41fcF4
208,6321,Male,Mid,"['DGlasses', 'Earring', 'ShavedHead']",0xB88F61
209,9856,Female,Dark,"['HotLipstick', 'StringyHair']",0x4d8E16
210,2708,Female,Mid,"['Earring', 'StraightHairDark', 'HiddenEarring']",0xC352B5
211,7320,Male,Dark,"['Goat', 'MohawkThin']",0xf0D699
212,8822,Female,Dark,"['CrazyHair', 'HotLipstick']",0xC352B5
213,8046,Female,Mid,['CrazyHair'],0xC352B5
214,5128,Male,Dark,"['FrontBeardDark', 'Mohawk']",0xD7E683
215,8076,Female,Mid,['Mohawk'],0xC352B5
216,8117,Male,Mid,['Bandana'],0xC352B5
217,6210,Male,Mid,"['Chinstrap', 'Earring', 'MohawkDark']",0xB88F61
218,5511,Male,Light,"['Cap', 'Handlebars', 'Mole', 'RegularShades']",0xB88F61
219,1062,Female,Dark,"['Bandana', 'ClownEyesBlue', 'Earring', 'RosyCheeks']",0xC352B5
220,8652,Male,Albino,"['BigShades', 'Headband']",0xEc7641
221,7758,Male,Dark,"['Cigarette', 'ClassicShades', 'Muttonchops', 'StringyHair']",0xB88F61
222,7395,Male,Light,"['Do-rag', 'Pipe', 'SmallShades']",Opensea
223,6982,Male,Light,"['CrazyHair', 'NerdGlasses', 'NormalBeard']",0x4d8E16
224,8669,Male,Light,"['Cigarette', 'Earring', 'Headband', 'NerdGlasses']",0xB88F61
225,311,Female,Mid,"['Earring', 'HotLipstick', 'OrangeSide', 'HiddenEarring']",0xC352B5
226,4534,Female,Mid,['HotLipstick'],0xC352B5
227,1270,Female,Mid,['WildWhiteHair'],0xC352B5
228,7663,Male,Mid,"['PeakSpike', 'SmallShades']",0xB88F61
229,9727,Male,Light,"['Cigarette', 'MessyHair']",0x762ec7
230,6429,Male,Dark,"['KnittedCap', 'LuxuriousBeard']",0xB88F61
231,7915,Female,Mid,"['Earring', 'Pipe', 'StringyHair']",0xC352B5
232,5688,Female,Dark,"['BlueEyeShadow', 'WildHair']",0x4d8E16
233,9978,Female,Albino,"['Bandana', 'HotLipstick']",0x4d8E16
234,8910,Male,Light,"['KnittedCap', 'NerdGlasses']",0x0d93bc
235,9461,Male,Light,"['Cigarette', 'FrumpyHair']",0xd7510a
236,2121,Male,Light,"['Muttonchops', 'VampireHair']",0x47398F
237,9165,Male,Dark,"['Mohawk', 'RegularShades']",0x55Cf34
238,2577,Female,Mid,"['ClownEyesGreen', 'StraightHairDark']",0xee269a
239,5213,Male,Dark,"['Frown', 'Goat', 'Mohawk']",0x24e267
240,1674,Female,Mid,"['BigShades', 'StraightHairBlonde']",0x3e9dAc
241,1590,Female,Light,['WildBlonde'],0x31a5Ff
242,9827,Female,Dark,"['BlackLipstick', 'StringyHair']",0x3fb537
243,3947,Male,Light,"['Cigarette', 'Earring', 'FrontBeard', 'PoliceCap']",0xC352B5
244,9513,Female,Light,"['PurpleLipstick', 'RegularShades', 'WildHair']",0x4d8E16
245,3025,Female,Dark,['DarkHair'],0xC352B5
246,6555,Male,Albino,"['Bandana', 'Earring', 'LuxuriousBeard']",0x618629
247,5762,Female,Dark,"['GreenEyeShadow', 'MohawkDark']",0x4d8E16
248,5424,Female,Dark,"['MessyHair', 'PurpleEyeShadow']",0xB88F61
249,280,Female,Light,['OrangeSide'],0x69021A
250,8409,Female,Mid,"['ClownEyesGreen', 'Earring', 'FrumpyHair', 'HiddenEarring']",0x4d8E16
251,5763,Female,Light,"['GreenEyeShadow', 'MohawkDark']",0x4d8E16
252,4772,Male,Albino,"['CapForward', 'Mole']",Opensea
253,1145,Female,Dark,"['BlondeShort', 'ClownEyesGreen']",0xC352B5
254,3854,Male,Light,['Fedora'],0xC352B5
255,6584,Male,Light,"['Mustache', 'ShavedHead']",0xee269a
256,3781,Male,Dark,"['Earring', 'EyePatch', 'Fedora', 'Vape']",0xB88F61
257,5261,Male,Light,"['Cap', 'Frown']",0x09D408
258,4604,Male,Mid,"['CapForward', 'Handlebars']",0x096ABB
259,4674,Male,Light,"['CapForward', 'Earring', 'EyeMask']",0x4e142f
260,3167,Male,Dark,"['DGlasses', 'PurpleHair']",0xEBC8Ff
261,1319,Female,Dark,"['BlackLipstick', 'WildWhiteHair']",0xC352B5
262,1167,Female,Dark,"['BlondeShort', 'RegularShades']",0xC352B5
263,7741,Male,Albino,"['MessyHair', 'Muttonchops']",0x7131A7
264,1339,Female,Albino,"['Earring', 'WildWhiteHair', 'HiddenEarring']",0x8C6e56
265,3391,Male,Dark,"['CapForward', 'Earring', 'GoldChain']",0xd6a984
266,7435,Male,Dark,"['Do-rag', 'Earring', 'SmallShades']",0x004Aa3
267,3748,Male,Dark,"['ClownNose', 'Fedora']",0x4d8E16
268,8052,Female,Light,['KnittedCap'],0xC352B5
269,4840,Male,Dark,"['Earring', 'Hoodie', 'LuxuriousBeard', 'SmallShades', 'HiddenEarring']",0x0aa648
270,2221,Female,Mid,"['ClownEyesBlue', 'RedMohawk']",0x4d8E16
271,8109,Male,Mid,['StringyHair'],0xC352B5
272,393,Male,Mid,"['BuckTeeth', 'MessyHair']",0xC352B5
273,4761,Male,Light,"['BigShades', 'CapForward']",0xf18fCE
274,5512,Male,Light,"['Cap', 'Earring', 'Handlebars', 'RegularShades']",0xB88F61
275,5432,Female,Mid,"['PurpleEyeShadow', 'PurpleLipstick', 'StringyHair']",0x4d8E16
276,8044,Female,Light,['CrazyHair'],0xC352B5
277,2162,Female,Light,['RedMohawk'],0xC352B5
278,2661,Female,Albino,"['BlackLipstick', 'StraightHairDark']",0xC352B5
279,1527,Female,Mid,"['BlueEyeShadow', 'PurpleLipstick', 'StraightHairBlonde']",0xC352B5
280,4538,Male,Albino,['Earring'],0x717403
281,7,Male,Light,[''],0x6611fE
282,2601,Female,Albino,"['ClassicShades', 'StraightHairDark']",0x4d8E16
283,9453,Female,Light,"['FrumpyHair', 'HotLipstick']",0x717403
284,8067,Male,Albino,['MohawkThin'],0xC352B5
285,3101,Female,Light,"['DarkHair', 'PurpleLipstick']",0x05083F
286,7336,Male,Albino,"['Goat', 'WildHair']",0x3280f8
287,5391,Female,Albino,"['Cigarette', 'Mohawk', 'PurpleEyeShadow']",0xB4d8B8
288,7419,Male,Albino,['ShavedHead'],0xC352B5
289,9091,Female,Mid,"['EyePatch', 'MohawkThin']",0xC352B5
290,1591,Female,Mid,['WildBlonde'],0xC352B5
291,9340,Male,Mid,"['Earring', 'MohawkThin']",0x2e675E
292,3716,Female,Light,"['BlackLipstick', 'TassleHat']",0xC352B5
293,5565,Male,Light,"['Handlebars', 'MohawkDark']",0xB88F61
294,4980,Male,Dark,"['BigShades', 'Earring', 'Hoodie', 'HiddenEarring']",0x59a549
295,5236,Male,Mid,"['Frown', 'ShavedHead']",0xB88F61
296,8078,Male,Mid,['MohawkThin'],0xC352B5
297,7686,Male,Mid,"['CrazyHair', 'Muttonchops']",0xB88F61
298,2163,Female,Light,['HalfShaved'],0xC352B5
299,7389,Male,Dark,"['Do-rag', 'Muttonchops']",0x0654eF
300,7277,Male,Light,"['Goat', 'Headband']",Opensea
301,2014,Female,Albino,"['GreenEyeShadow', 'HotLipstick', 'RedMohawk']",0xC352B5
302,5717,Female,Mid,"['Bandana', 'BlueEyeShadow', 'PurpleLipstick']",0x4d8E16
303,2379,Female,Dark,"['PurpleLipstick', 'RedMohawk']",0xC352B5
304,7793,Male,Mid,"['PeakSpike', 'ShadowBeard']",0xB88F61
305,2144,Female,Albino,"['BlondeBob', 'PurpleLipstick', 'VR']",0xC352B5
306,5939,Female,Light,"['Vape', 'WildHair']",0xC352B5
307,6231,Male,Mid,"['Chinstrap', 'FrumpyHair']",0x471ccd
308,9646,Male,Light,"['HornedRimGlasses', 'MessyHair', 'Mole']",0x822335
309,7559,Male,Mid,"['BigShades', 'ShavedHead']",0xAB7244
310,5949,Male,Dark,"['Bandana', 'ClassicShades', 'Earring', 'Vape']",0xB88F61
311,6067,Male,Light,"['FrontBeard', 'FrumpyHair']",0xB88F61
312,4628,Male,Light,"['CapForward', 'Chinstrap']",0x8a5A3c
313,9052,Female,Light,"['MohawkDark', 'PurpleLipstick']",0xC352B5
314,3996,Male,Albino,"['EyeMask', 'PoliceCap']",0xe54C39
315,1317,Female,Mid,"['BlackLipstick', 'Cigarette', 'WildWhiteHair']",0xC352B5
316,8112,Female,Dark,['Bandana'],0xC352B5
317,5192,Male,Mid,"['Bandana', 'Chinstrap', 'Frown']",0xB88F61
318,9975,Female,Albino,"['Bandana', 'Cigarette', 'HotLipstick']",0xCbB9ab
319,2705,Female,Light,"['Earring', 'StraightHairDark', 'HiddenEarring']",0xC352B5
320,8105,Male,Dark,['StringyHair'],0xC352B5
321,7636,Male,Mid,['PeakSpike'],0xC352B5
322,695,Female,Mid,"['BlackLipstick', 'ClownEyesGreen', 'PinkWithHat']",0x2b9324
323,8059,Male,Dark,['MohawkDark'],0xC352B5
324,2392,Female,Albino,"['BlondeBob', 'Earring', 'HotLipstick', 'HiddenEarring']",0xC352B5
325,3972,Male,Dark,"['Mustache', 'PoliceCap', 'SmallShades']",0xC352B5
326,1333,Female,Dark,"['Earring', 'HotLipstick', 'WildWhiteHair', 'HiddenEarring']",0xC352B5
327,8041,Male,Albino,['CrazyHair'],0xC352B5
328,9931,Male,Light,"['Bandana', 'HornedRimGlasses']",0xEfBb70
329,9757,Female,Mid,"['Bandana', 'EyePatch']",0x9AE891
330,8358,Male,Mid,"['ClownEyesGreen', 'KnittedCap']",0xB88F61
331,3722,Female,Albino,"['Earring', 'PurpleLipstick', 'TassleHat', 'HiddenEarring']",0xC352B5
332,9803,Male,Dark,"['HornedRimGlasses', 'StringyHair']",0x3Ee18f
333,1503,Female,Light,"['PurpleEyeShadow', 'PurpleLipstick', 'StraightHairBlonde']",0xC352B5
334,1865,Male,Dark,"['BigBeard', 'WildHair']",0xC352B5
335,2561,Male,Mid,['ClownHairGreen'],0xd5509E
336,807,Male,Mid,"['NerdGlasses', 'NormalBeard', 'TopHat']",0xC352B5
337,8085,Male,Mid,['FrumpyHair'],0xC352B5
338,8310,Male,Light,"['MessyHair', 'SmallShades']",0x28d804
339,3361,Female,Albino,"['BigShades', 'BlackLipstick', 'Cap', 'Earring', 'Mole']",0x415424
340,3516,Male,Mid,"['DGlasses', 'Headband', 'MedicalMask', 'Muttonchops']",0x8F6b1e
341,9734,Female,Light,"['Earring', 'MessyHair']",0x778608
342,9907,Female,Light,"['Bandana', 'RegularShades']",0x1424D2
343,4049,Male,Light,"['PoliceCap', 'ShadowBeard']",0xC352B5
344,75,Male,Dark,['Beanie'],0x31a5Ff
345,3744,Female,Mid,"['Earring', 'TassleHat', 'HiddenEarring']",0xC352B5
346,3218,Male,Mid,['PurpleHair'],0x6611fE
347,8900,Male,Mid,"['HornedRimGlasses', 'KnittedCap']",0xB88F61
348,1084,Female,Light,"['MessyHair', 'NerdGlasses', 'RosyCheeks']",0xC352B5
349,5112,Male,Dark,"['Earring', 'FrontBeardDark', 'MohawkDark']",0xAc707E
350,8108,Female,Mid,['StringyHair'],0xC352B5
351,3194,Male,Light,"['Goat', 'Mole', 'PurpleHair']",0xC352B5
352,2759,Female,Mid,"['GreenEyeShadow', 'StraightHair']",0x24e267
353,5832,Female,Light,"['Bandana', 'GreenEyeShadow']",0x89b68C
354,4072,Male,Albino,"['Cigarette', 'PoliceCap']",0xC352B5
355,1220,Female,Albino,"['BlackLipstick', 'GoldChain', 'GreenEyeShadow', 'WildWhiteHair']",0x052FFE
356,8107,Male,Light,['StringyHair'],0xC352B5
357,3742,Female,Dark,"['Earring', 'TassleHat', 'HiddenEarring']",0xC352B5
